huboid,name,party,office,region,sdName,sggName,nec_detail_url,tax_arrears_5y_thousand_krw,tax_arrears_5y_display,tax_arrears_current_thousand_krw,criminal_categories,important_criminal_categories
100164898,최연화,국민의힘,기초의원비례,경상남도 양산시,경상남도,양산시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164898,2511,251만원,0,음주·위험운전; 도로교통,음주·위험운전
100163667,권기한,국민의힘,구시군의회의원,경상북도 영천시라선거구,경상북도,영천시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163667,2451,245만원,0,음주·위험운전; 도로교통,음주·위험운전
100158638,안선환,국민의힘,구시군의회의원,경상남도 김해시바선거구,경상남도,김해시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158638,2447,245만원,0,건축·건설·부동산; 도박,
100159235,기완수,국민의힘,구시군의회의원,인천광역시 남동구라선거구,인천광역시,남동구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159235,2447,245만원,0,음주·위험운전; 도로교통,음주·위험운전
100165219,박혜경,조국혁신당,광역의원비례,경상남도 경상남도,경상남도,경상남도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165219,2444,244만원,2444,,
100162742,박영환,국민의힘,구시군의회의원,대구광역시 수성구다선거구,대구광역시,수성구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162742,2346,235만원,0,배임,배임
100165221,김경애,국민의힘,광역의원비례,제주특별자치도 제주특별자치도,제주특별자치도,제주특별자치도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165221,2273,227만원,0,교통사고,
100157275,조휘제,더불어민주당,구시군의회의원,충청남도 공주시나선거구,충청남도,공주시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157275,2201,220만원,0,음주·위험운전; 도로교통,음주·위험운전
100163534,장철식,국민의힘,구시군의회의원,대구광역시 군위군나선거구,대구광역시,군위군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163534,2155,216만원,0,환경,
100156938,정기성,더불어민주당,시도의원,전남광주통합특별시 장성군제2선거구,전남광주통합특별시,장성군제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156938,2140,214만원,0,음주·위험운전; 도로교통,음주·위험운전
100154421,조주환,더불어민주당,구시군의회의원,경기도 이천시가선거구,경기도,이천시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154421,2119,212만원,0,업무방해,
100153999,김춘구,더불어민주당,구시군의회의원,광주광역시 남구가선거구,광주광역시,남구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153999,2085,209만원,0,음주·위험운전; 도로교통,음주·위험운전
100154367,유지곤,조국혁신당,기초단체장,대전광역시 서구,대전광역시,서구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154367,2031,203만원,0,총포·화약,
100157789,유기주,더불어민주당,구시군의회의원,충청남도 부여군나선거구,충청남도,부여군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157789,1974,197만원,0,음주·위험운전; 도로교통,음주·위험운전
100160571,김한균,무소속,기초단체장,전라남도 영광군,전라남도,영광군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160571,1954,195만원,0,폭력; 명예훼손,
100154298,서명일,더불어민주당,구시군의회의원,경상남도 창원시타선거구,경상남도,창원시타선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154298,1915,192만원,0,허위공문서·문서위조·공용서류,허위공문서·문서위조·공용서류
100161813,윤유현,무소속,구시군의회의원,서울특별시 서대문구마선거구,서울특별시,서대문구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161813,1897,190만원,0,사기; 교통사고; 도로교통,사기
100160012,최관선,무소속,구시군의회의원,충청북도 괴산군가선거구,충청북도,괴산군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160012,1897,190만원,0,교통사고; 폭력; 재물손괴; 도로교통,
100160293,김영동,더불어민주당,구시군의회의원,경상남도 함안군다선거구,경상남도,함안군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160293,1889,189만원,0,교통사고,
100160610,이정열,국민의힘,구시군의회의원,경기도 용인시카선거구,경기도,용인시카선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160610,1880,188만원,0,음주·위험운전; 교통사고; 도로교통,음주·위험운전
100160120,이강선,국민의힘,구시군의회의원,충청북도 진천군나선거구,충청북도,진천군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160120,1856,186만원,1062,식품·보건,
100163259,전경구,국민의힘,구시군의회의원,서울특별시 중랑구마선거구,서울특별시,중랑구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163259,1826,183만원,0,폭력,
100158612,김성태,더불어민주당,구시군의회의원,경기도 구리시나선거구,경기도,구리시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158612,1796,180만원,0,,
100162024,김응숙,국민의힘,구시군의회의원,경상북도 김천시나선거구,경상북도,김천시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162024,1791,179만원,0,,
100160270,김동일,더불어민주당,구시군의회의원,부산광역시 사상구가선거구,부산광역시,사상구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160270,1787,179만원,0,폭력; 식품·보건,
100155450,이윤수,더불어민주당,구시군의회의원,전라남도 광양시라선거구,전라남도,광양시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155450,1786,179만원,0,음주·위험운전; 도로교통,음주·위험운전
100155908,최홍화,국민의힘,구시군의회의원,경기도 포천시나선거구,경기도,포천시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155908,1767,177만원,0,도로교통,
100156857,은봉희,더불어민주당,구시군의회의원,광주광역시 남구나선거구,광주광역시,남구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156857,1749,175만원,0,농수산,
100154971,신영욱,더불어민주당,시도의원,경상남도 김해시제1선거구,경상남도,김해시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154971,1746,175만원,0,교통사고; 건축·건설·부동산,
100156249,송영탁,무소속,구시군의회의원,경상북도 문경시라선거구,경상북도,문경시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156249,1745,175만원,0,,
100153874,김상헌,더불어민주당,시도의원,경상북도 포항시제9선거구,경상북도,포항시제9선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153874,1724,172만원,0,음주·위험운전; 폭력; 도로교통,음주·위험운전
100162731,서회원,국민의힘,구시군의회의원,서울특별시 강동구나선거구,서울특별시,강동구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162731,1724,172만원,0,,
100162558,김영헌,국민의힘,구시군의회의원,경상북도 포항시아선거구,경상북도,포항시아선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162558,1703,170만원,0,사기; 보험·금융,사기
100158666,김현규,더불어민주당,구시군의회의원,경기도 포천시나선거구,경기도,포천시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158666,1694,169만원,0,폭력,
100162071,박주언,국민의힘,시도의원,경상남도 거창군제1선거구,경상남도,거창군제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162071,1682,168만원,0,,
100158882,정연철,국민의힘,시도의원,강원특별자치도 삼척시제2선거구,강원특별자치도,삼척시제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158882,1675,168만원,0,뇌물; 특가법,뇌물; 특가법
100154212,서종협,더불어민주당,구시군의회의원,강원특별자치도 삼척시나선거구,강원특별자치도,삼척시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154212,1653,165만원,0,절도,절도
100159854,조해승,국민의힘,구시군의회의원,경기도 가평군나선거구,경기도,가평군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159854,1646,165만원,0,음주·위험운전; 도로교통,음주·위험운전
100161171,박철규,무소속,구시군의회의원,전라남도 곡성군가선거구,전라남도,곡성군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161171,1618,162만원,0,공무집행방해,
100153885,황병직,국민의힘,기초단체장,경상북도 영주시,경상북도,영주시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153885,1616,162만원,0,교통사고; 식품·보건,
100164189,변진웅,조국혁신당,구시군의회의원,부산광역시 동구가선거구,부산광역시,동구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164189,1608,161만원,0,노동,
100165264,백승흥,국민의힘,광역의원비례,경상남도 경상남도,경상남도,경상남도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165264,1595,160만원,0,특가법,특가법
100160626,안선홍,무소속,구시군의회의원,전북특별자치도 고창군나선거구,전북특별자치도,고창군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160626,1586,159만원,0,음주·위험운전; 도로교통,음주·위험운전
100165691,서용택,자유와혁신,구시군의회의원,서울특별시 서초구라선거구,서울특별시,서초구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165691,1583,158만원,0,음주·위험운전; 도로교통,음주·위험운전
100157734,서창수,더불어민주당,구시군의회의원,경기도 의왕시가선거구,경기도,의왕시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157734,1551,155만원,0,공직선거법; 무면허운전; 도로교통,공직선거법; 무면허운전
100159380,공진혁,국민의힘,시도의원,울산광역시 울주군제1선거구,울산광역시,울주군제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159380,1517,152만원,0,폭력; 건축·건설·부동산,
100159216,김경호,더불어민주당,기초단체장,경기도 가평군,경기도,가평군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159216,1491,149만원,0,교통사고,
100160461,이상우,더불어민주당,구시군의회의원,울산광역시 울주군나선거구,울산광역시,울주군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160461,1486,149만원,0,건축·건설·부동산,
100156535,김혜진,더불어민주당,시도의원,대구광역시 중구제2선거구,대구광역시,중구제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156535,1462,146만원,0,식품·보건,
100164567,정필순,더불어민주당,기초의원비례,충청북도 진천군,충청북도,진천군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164567,1455,146만원,0,폭력; 공무집행방해; 업무방해; 집시법,
100160900,심상휴,국민의힘,구시군의회의원,경상북도 청송군가선거구,경상북도,청송군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160900,1453,145만원,0,폭력; 공무집행방해; 재물손괴,
100156045,방인혜,더불어민주당,구시군의회의원,경기도 파주시가선거구,경기도,파주시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156045,1432,143만원,0,음주·위험운전; 도로교통; 식품·보건,음주·위험운전
100162389,김명현,국민의힘,구시군의회의원,대전광역시 서구마선거구,대전광역시,서구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162389,1419,142만원,0,허위공문서·문서위조·공용서류; 음주·위험운전; 무면허운전; 교통사고; 도로교통,허위공문서·문서위조·공용서류; 음주·위험운전; 무면허운전
100163230,권성철,더불어민주당,시도의원,경상북도 구미시제2선거구,경상북도,구미시제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163230,1412,141만원,0,음주·위험운전; 도로교통,음주·위험운전
100162278,강태만,무소속,시도의원,경기도 가평군선거구,경기도,가평군선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162278,1355,136만원,0,횡령; 교통사고,횡령
100154087,백진오,조국혁신당,구시군의회의원,전라남도 여수시나선거구,전라남도,여수시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154087,1322,132만원,0,음주·위험운전; 폭력; 도로교통,음주·위험운전
100154806,임현철,국민의힘,기초단체장,울산광역시 남구,울산광역시,남구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154806,1297,130만원,0,환경,
100163545,김형석,무소속,시도의원,경상남도 진주시제3선거구,경상남도,진주시제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163545,1276,128만원,0,교통사고; 도로교통,
100163656,김상일,국민의힘,시도의원,경상북도 포항시제3선거구,경상북도,포항시제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163656,1265,127만원,0,음주·위험운전; 도로교통,음주·위험운전
100159339,전석재,국민의힘,구시군의회의원,경상북도 울진군나선거구,경상북도,울진군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159339,1253,125만원,0,폭력; 공무집행방해,
100157902,오상균,개혁신당,구시군의회의원,서울특별시 성동구다선거구,서울특별시,성동구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157902,1219,122만원,0,사기; 보조금,사기; 보조금
100160805,박재길,국민의힘,구시군의회의원,경상북도 예천군다선거구,경상북도,예천군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160805,1211,121만원,0,음주·위험운전; 도로교통,음주·위험운전
100160560,이주훈,국민의힘,시도의원,경기도 광주시제4선거구,경기도,광주시제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160560,1199,120만원,0,도로교통,
100164264,김미경,국민의힘,기초의원비례,경상북도 안동시,경상북도,안동시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164264,1196,120만원,0,사기,사기
100155051,반인숙,더불어민주당,구시군의회의원,경기도 안성시다선거구,경기도,안성시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155051,1195,120만원,0,음주·위험운전; 도로교통,음주·위험운전
100159545,조주홍,국민의힘,기초단체장,경상북도 영덕군,경상북도,영덕군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159545,1166,117만원,0,횡령; 공직선거법; 음주·위험운전; 도로교통,횡령; 공직선거법; 음주·위험운전
100163595,안돈의,국민의힘,구시군의회의원,경기도 시흥시다선거구,경기도,시흥시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163595,1156,116만원,0,무면허운전; 도로교통,무면허운전
100162133,장향숙,국민의힘,구시군의회의원,경기도 구리시가선거구,경기도,구리시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162133,1151,115만원,0,,
100154865,정인봉,더불어민주당,시도의원,경기도 양평군제1선거구,경기도,양평군제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154865,1134,113만원,0,사법방해,
100165756,오남석,국민의힘,광역의원비례,경기도 경기도,경기도,경기도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165756,1086,109만원,0,음주·위험운전; 도로교통,음주·위험운전
100159984,임문희,더불어민주당,구시군의회의원,강원특별자치도 인제군가선거구,강원특별자치도,인제군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159984,1059,106만원,0,공직선거법,공직선거법
100158636,이영규,더불어민주당,구시군의회의원,경상북도 구미시라선거구,경상북도,구미시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158636,1040,104만원,0,음주·위험운전; 도로교통,음주·위험운전
100157044,소길영,더불어민주당,구시군의회의원,전북특별자치도 익산시아선거구,전북특별자치도,익산시아선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157044,1032,103만원,0,폭력; 공무집행방해,
100162683,이상식,국민의힘,구시군의회의원,경상북도 울릉군나선거구,경상북도,울릉군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162683,1010,101만원,0,,
100159058,김건우,국민의힘,구시군의회의원,부산광역시 서구나선거구,부산광역시,서구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159058,1006,101만원,0,,
100160096,윤요섭,조국혁신당,구시군의회의원,전북특별자치도 군산시나선거구,전북특별자치도,군산시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160096,990,99만원,0,음주·위험운전; 도로교통,음주·위험운전
100161979,남진복,무소속,기초단체장,경상북도 울릉군,경상북도,울릉군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161979,975,98만원,0,,
100163605,박운표,무소속,구시군의회의원,대구광역시 군위군가선거구,대구광역시,군위군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163605,974,97만원,0,,
100163624,김영일,더불어민주당,구시군의회의원,전북특별자치도 군산시마선거구,전북특별자치도,군산시마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163624,958,96만원,0,,
100165275,김동근,무소속,구시군의회의원,전라남도 신안군나선거구,전라남도,신안군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165275,928,93만원,0,음주·위험운전; 도로교통,음주·위험운전
100161431,박종부,무소속,구시군의회의원,전라남도 해남군라선거구,전라남도,해남군라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161431,927,93만원,0,폭력; 건축·건설·부동산,
100157183,서정호,국민의힘,구시군의회의원,충청남도 보령시나선거구,충청남도,보령시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157183,915,92만원,0,,
100157654,이태진,국민의힘,구시군의회의원,경상남도 진주시사선거구,경상남도,진주시사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157654,910,91만원,0,음주·위험운전; 도로교통,음주·위험운전
100163329,김하식,국민의힘,구시군의회의원,경기도 이천시다선거구,경기도,이천시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163329,897,90만원,0,교통사고; 폭력,
100156023,강종국,더불어민주당,시도의원,충청남도 태안군제2선거구,충청남도,태안군제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156023,860,86만원,0,,
100157630,김정용,더불어민주당,구시군의회의원,부산광역시 강서구가선거구,부산광역시,강서구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157630,853,85만원,0,음주·위험운전; 도로교통,음주·위험운전
100160436,이종춘,더불어민주당,시도의원,경기도 파주시제5선거구,경기도,파주시제5선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160436,834,83만원,0,음주·위험운전; 도로교통,음주·위험운전
100163654,구가환,개혁신당,구시군의회의원,서울특별시 관악구다선거구,서울특별시,관악구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163654,832,83만원,0,음주·위험운전; 폭력; 도로교통,음주·위험운전
100159751,이상수,조국혁신당,구시군의회의원,전북특별자치도 부안군라선거구,전북특별자치도,부안군라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159751,822,82만원,0,음주·위험운전; 보험·금융; 공무집행방해; 도로교통; 식품·보건,음주·위험운전
100162656,김종선,국민의힘,구시군의회의원,부산광역시 사상구나선거구,부산광역시,사상구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162656,810,81만원,0,,
100162611,박종승,조국혁신당,구시군의회의원,서울특별시 성동구라선거구,서울특별시,성동구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162611,800,80만원,0,교통사고,
100153830,김태균,국민의힘,구시군의회의원,경상남도 통영시라선거구,경상남도,통영시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153830,786,79만원,0,음주·위험운전; 도로교통,음주·위험운전
100160932,김동하,국민의힘,시도의원,부산광역시 동래구제1선거구,부산광역시,동래구제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160932,768,77만원,0,음주·위험운전; 도로교통,음주·위험운전
100162877,김인성,더불어민주당,구시군의회의원,광주광역시 서구다선거구,광주광역시,서구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162877,765,77만원,0,교통사고; 도로교통,
100165490,강영아,더불어민주당,광역의원비례,제주특별자치도 제주특별자치도,제주특별자치도,제주특별자치도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165490,763,76만원,0,,
100163880,윤오일,더불어민주당,구시군의회의원,경기도 안산시다선거구,경기도,안산시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163880,760,76만원,0,폭력,
100161112,한경봉,무소속,구시군의회의원,전북특별자치도 군산시바선거구,전북특별자치도,군산시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161112,745,75만원,0,음주·위험운전; 도로교통,음주·위험운전
100154933,박해규,더불어민주당,구시군의회의원,경기도 용인시사선거구,경기도,용인시사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154933,743,74만원,0,폭력; 집시법,
100158463,이기애,국민의힘,구시군의회의원,충청남도 아산시가선거구,충청남도,아산시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158463,736,74만원,0,교통사고,
100159269,정준호,더불어민주당,구시군의회의원,경상남도 김해시라선거구,경상남도,김해시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159269,733,73만원,0,음주·위험운전; 도로교통,음주·위험운전
100158594,이양섭,국민의힘,기초단체장,충청북도 진천군,충청북도,진천군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158594,721,72만원,549,,
100159563,정인준,무소속,기초단체장,전북특별자치도 임실군,전북특별자치도,임실군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159563,713,71만원,0,공직선거법,공직선거법
100157625,백석민,더불어민주당,구시군의회의원,부산광역시 남구다선거구,부산광역시,남구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157625,700,70만원,0,,
100154038,김홍열,국민의힘,구시군의회의원,경상북도 포항시차선거구,경상북도,포항시차선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154038,693,69만원,0,특가법; 폭력; 공무집행방해; 도로교통,특가법
100158754,배준서,국민의힘,구시군의회의원,경기도 수원시타선거구,경기도,수원시타선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158754,686,69만원,0,음주·위험운전; 도로교통,음주·위험운전
100156302,최종혁,국민의힘,구시군의회의원,강원특별자치도 강릉시가선거구,강원특별자치도,강릉시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156302,658,66만원,0,음주·위험운전; 도로교통,음주·위험운전
100157649,최경운,국민의힘,구시군의회의원,충청남도 보령시다선거구,충청남도,보령시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157649,656,66만원,0,도박,
100158492,박천수,국민의힘,구시군의회의원,충청남도 공주시가선거구,충청남도,공주시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158492,651,65만원,0,사기; 음주·위험운전; 도로교통,사기; 음주·위험운전
100154646,고우람,조국혁신당,구시군의회의원,광주광역시 남구나선거구,광주광역시,남구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154646,630,63만원,0,음주·위험운전; 도로교통; 식품·보건,음주·위험운전
100157887,박두형,국민의힘,구시군의회의원,경기도 여주시가선거구,경기도,여주시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157887,614,61만원,0,폭력,
100158390,박병철,국민의힘,시도의원,서울특별시 종로구제2선거구,서울특별시,종로구제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158390,607,61만원,0,,
100163564,박정임,무소속,기초단체장,경상남도 창원시,경상남도,창원시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163564,598,60만원,0,건축·건설·부동산,
100155727,양순봉,더불어민주당,시도의원,전남광주통합특별시 나주시제3선거구,전남광주통합특별시,나주시제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155727,596,60만원,0,,
100158888,정세열,국민의힘,구시군의회의원,서울특별시 동작구마선거구,서울특별시,동작구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158888,589,59만원,0,폭력,
100161030,황기호,무소속,시도의원,대구광역시 수성구제2선거구,대구광역시,수성구제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161030,588,59만원,0,음주·위험운전; 도로교통,음주·위험운전
