huboid,name,party,office,region,sdName,sggName,nec_detail_url,tax_arrears_5y_thousand_krw,tax_arrears_5y_display,tax_arrears_current_thousand_krw,criminal_categories,important_criminal_categories
100163673,윤태길,국민의힘,시도의원,경기도 하남시제4선거구,경기도,하남시제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163673,18080,"1,808만원",0,음주·위험운전; 도로교통; 건축·건설·부동산,음주·위험운전
100160016,이의명,더불어민주당,구시군의회의원,인천광역시 옹진군다선거구,인천광역시,옹진군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160016,18079,"1,808만원",17079,횡령; 뇌물; 특가법,횡령; 뇌물; 특가법
100156608,서동수,더불어민주당,구시군의회의원,전북특별자치도 군산시가선거구,전북특별자치도,군산시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156608,17609,"1,761만원",0,,
100160767,손말남,국민의힘,구시군의회의원,경상북도 경산시가선거구,경상북도,경산시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160767,16377,"1,638만원",0,식품·보건,
100160298,전영탁,더불어민주당,구시군의회의원,경상북도 영주시바선거구,경상북도,영주시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160298,16160,"1,616만원",0,무면허운전; 도로교통,무면허운전
100159419,양해영,무소속,구시군의회의원,전라남도 곡성군나선거구,전라남도,곡성군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159419,15711,"1,571만원",0,교통사고; 폭력,
100157190,이문선,무소속,구시군의회의원,강원특별자치도 강릉시다선거구,강원특별자치도,강릉시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157190,15056,"1,506만원",2549,도로교통; 식품·보건,
100153791,이병학,무소속,교육감,충청남도 충청남도,충청남도,충청남도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153791,14989,"1,499만원",0,뇌물; 특가법,뇌물; 특가법
100161222,전남주,조국혁신당,구시군의회의원,전라남도 신안군나선거구,전라남도,신안군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161222,13498,"1,350만원",13101,음주·위험운전; 도로교통,음주·위험운전
100161751,윤영수,국민의힘,구시군의회의원,경상북도 김천시사선거구,경상북도,김천시사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161751,13400,"1,340만원",0,건축·건설·부동산,
100157800,박해영,국민의힘,시도의원,경상남도 창원시제3선거구,경상남도,창원시제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157800,13150,"1,315만원",0,재물손괴; 모욕,
100163553,이동한,더불어민주당,구시군의회의원,경기도 군포시다선거구,경기도,군포시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163553,12829,"1,283만원",0,음주·위험운전; 무면허운전; 교통사고; 도로교통,음주·위험운전; 무면허운전
100159227,노성진,국민의힘,구시군의회의원,경상남도 통영시나선거구,경상남도,통영시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159227,12790,"1,279만원",0,음주·위험운전; 도로교통; 노동,음주·위험운전
100155756,강충환,더불어민주당,구시군의회의원,경기도 안성시나선거구,경기도,안성시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155756,12321,"1,232만원",0,음주·위험운전,음주·위험운전
100156722,정토근,무소속,구시군의회의원,경기도 안성시다선거구,경기도,안성시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156722,12319,"1,232만원",0,사기; 횡령; 건축·건설·부동산,사기; 횡령
100163694,우태주,개혁신당,구시군의회의원,경기도 용인시카선거구,경기도,용인시카선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163694,12136,"1,214만원",0,도로교통,
100165859,임성훈,무소속,구시군의회의원,전라남도 화순군나선거구,전라남도,화순군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165859,12103,"1,210만원",0,사기,사기
100163005,김규학,더불어민주당,시도의원,대구광역시 북구제5선거구,대구광역시,북구제5선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163005,11190,"1,119만원",0,식품·보건,
100162163,오시백,더불어민주당,구시군의회의원,충청북도 단양군나선거구,충청북도,단양군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162163,11091,"1,109만원",0,음주·위험운전; 도로교통,음주·위험운전
100160363,이춘복,무소속,구시군의회의원,전라남도 보성군가선거구,전라남도,보성군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160363,10978,"1,098만원",0,사기; 배임; 건축·건설·부동산; 총포·화약,사기; 배임
100164339,김익규,무소속,구시군의회의원,강원특별자치도 인제군가선거구,강원특별자치도,인제군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164339,10854,"1,085만원",10854,음주·위험운전; 교통사고; 도로교통; 건축·건설·부동산; 도박,음주·위험운전
100162612,김동준,무소속,구시군의회의원,경상북도 의성군다선거구,경상북도,의성군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162612,10709,"1,071만원",0,공무집행방해; 건축·건설·부동산,
100160594,구본길,더불어민주당,구시군의회의원,충청남도 공주시가선거구,충청남도,공주시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160594,10617,"1,062만원",0,식품·보건,
100156851,오병관,더불어민주당,구시군의회의원,광주광역시 서구나선거구,광주광역시,서구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156851,10444,"1,044만원",0,,
100158439,김병연,무소속,구시군의회의원,인천광역시 강화군나선거구,인천광역시,강화군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158439,10433,"1,043만원",0,음주·위험운전; 폭력; 도로교통,음주·위험운전
100165589,송치용,사회민주당,광역의원비례,경기도 경기도,경기도,경기도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165589,10342,"1,034만원",0,허위공문서·문서위조·공용서류; 환경; 식품·보건,허위공문서·문서위조·공용서류
100161914,황현철,국민의힘,구시군의회의원,경상북도 울진군다선거구,경상북도,울진군다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161914,10182,"1,018만원",0,음주·위험운전; 공무집행방해; 도로교통,음주·위험운전
100156309,김용균,국민의힘,구시군의회의원,충청남도 당진시라선거구,충청남도,당진시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156309,10144,"1,014만원",0,허위공문서·문서위조·공용서류,허위공문서·문서위조·공용서류
100165250,김영록,국민의힘,광역의원비례,경상남도 경상남도,경상남도,경상남도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165250,9757,976만원,139,공직선거법; 음주·위험운전; 도로교통,공직선거법; 음주·위험운전
100163920,이정훈,무소속,구시군의회의원,충청남도 계룡시나선거구,충청남도,계룡시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163920,9572,957만원,9572,음주·위험운전; 도로교통,음주·위험운전
100165318,하금연,국민의힘,기초의원비례,서울특별시 도봉구,서울특별시,도봉구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165318,9549,955만원,8554,공직선거법; 보험·금융,공직선거법
100155374,송치윤,더불어민주당,구시군의회의원,충청남도 서산시가선거구,충청남도,서산시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155374,9528,953만원,0,보험·금융,
100162450,정성호,국민의힘,시도의원,서울특별시 구로구제4선거구,서울특별시,구로구제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162450,9512,951만원,9512,노동,
100161533,허민근,국민의힘,구시군의회의원,경상북도 구미시마선거구,경상북도,구미시마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161533,9408,941만원,0,음주·위험운전; 교통사고; 도로교통,음주·위험운전
100157269,정광섭,국민의힘,시도의원,충청남도 태안군제2선거구,충청남도,태안군제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157269,9285,929만원,0,,
100158394,김명길,국민의힘,구시군의회의원,강원특별자치도 속초시가선거구,강원특별자치도,속초시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158394,9152,915만원,0,폭력,
100165469,박선애,대한국민당,광역의원비례,경기도 경기도,경기도,경기도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165469,9041,904만원,2647,식품·보건,
100154075,임승식,더불어민주당,시도의원,전북특별자치도 정읍시제1선거구,전북특별자치도,정읍시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154075,8947,895만원,0,사기,사기
100159298,안형진,국민의힘,시도의원,대전광역시 중구제3선거구,대전광역시,중구제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159298,8740,874만원,0,,
100163013,조돈준,무소속,구시군의회의원,강원특별자치도 양구군나선거구,강원특별자치도,양구군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163013,8400,840만원,0,도로교통; 건축·건설·부동산,
100161940,손혜원,무소속,구시군의회의원,전라남도 목포시라선거구,전라남도,목포시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161940,8394,839만원,0,건축·건설·부동산,
100162765,이봉관,개혁신당,구시군의회의원,경기도 시흥시마선거구,경기도,시흥시마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162765,8386,839만원,0,음주·위험운전; 도로교통,음주·위험운전
100163576,배금강,국민의힘,구시군의회의원,부산광역시 부산진구라선거구,부산광역시,부산진구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163576,7976,798만원,0,업무방해,
100153800,김영배,무소속,교육감,서울특별시 서울특별시,서울특별시,서울특별시,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100153800,7394,739만원,0,허위공문서·문서위조·공용서류; 자동차관리; 저작권법,허위공문서·문서위조·공용서류
100160282,한득수,더불어민주당,기초단체장,전북특별자치도 임실군,전북특별자치도,임실군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160282,7168,717만원,0,음주·위험운전; 도로교통,음주·위험운전
100157949,임정구,더불어민주당,구시군의회의원,충청북도 진천군가선거구,충청북도,진천군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157949,7142,714만원,0,뇌물; 음주·위험운전; 도로교통,뇌물; 음주·위험운전
100164518,김상수,국민의힘,구시군의회의원,경기도 화성시마선거구,경기도,화성시마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164518,7112,711만원,0,음주·위험운전; 무면허운전; 도로교통,음주·위험운전; 무면허운전
100160463,신유현,국민의힘,구시군의회의원,경상남도 거제시마선거구,경상남도,거제시마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160463,6897,690만원,0,노동,
100165241,최혜연,더불어민주당,기초의원비례,대전광역시 서구,대전광역시,서구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100165241,6671,667만원,0,교통사고,
100155983,윤성규,더불어민주당,시도의원,세종특별자치시 세종특별자치시제2선거구,세종특별자치시,세종특별자치시제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155983,6603,660만원,0,음주·위험운전; 도로교통,음주·위험운전
100160227,양준식,더불어민주당,구시군의회의원,전라남도 구례군나선거구,전라남도,구례군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160227,6570,657만원,0,교통사고,
100164780,홍육례,더불어민주당,기초의원비례,인천광역시 서구,인천광역시,서구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164780,6388,639만원,0,무면허운전; 도로교통,무면허운전
100156716,김재광,국민의힘,구시군의회의원,충청남도 논산시가선거구,충청남도,논산시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100156716,6237,624만원,0,도로교통,
100158972,김광호,더불어민주당,시도의원,인천광역시 영종구제1선거구,인천광역시,영종구제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158972,6233,623만원,0,음주·위험운전; 도로교통,음주·위험운전
100161927,정지용,국민의힘,시도의원,인천광역시 부평구제3선거구,인천광역시,부평구제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161927,6155,616만원,0,음주·위험운전; 도로교통,음주·위험운전
100155990,문신우,더불어민주당,구시군의회의원,경상남도 양산시라선거구,경상남도,양산시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155990,5912,591만원,0,음주·위험운전; 도로교통,음주·위험운전
100154720,고민수,무소속,시도의원,제주특별자치도 제주특별자치도 제주시 노형동을선거구,제주특별자치도,제주특별자치도 제주시 노형동을선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154720,5827,583만원,0,,
100163202,양정무,국민의힘,시도지사,전북특별자치도 전북특별자치도,전북특별자치도,전북특별자치도,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163202,5752,575만원,0,허위공문서·문서위조·공용서류; 노동,허위공문서·문서위조·공용서류
100158537,김영삼,무소속,구시군의회의원,울산광역시 남구다선거구,울산광역시,남구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158537,5733,573만원,0,공직선거법,공직선거법
100157969,김경환,무소속,구시군의회의원,경상북도 문경시가선거구,경상북도,문경시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157969,5580,558만원,0,음주·위험운전; 도로교통; 식품·보건,음주·위험운전
100160717,정덕석,무소속,구시군의회의원,경상북도 청도군나선거구,경상북도,청도군나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160717,5404,540만원,0,음주·위험운전; 도로교통,음주·위험운전
100155239,서동학,더불어민주당,시도의원,충청북도 충주시제4선거구,충청북도,충주시제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155239,5398,540만원,0,총포·화약,
100163300,김혁종,무소속,국회의원(재보궐),충청남도 공주시부여군청양군,충청남도,공주시부여군청양군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163300,5395,540만원,0,음주·위험운전; 절도; 도로교통,음주·위험운전; 절도
100158156,박지혁,국민의힘,시도의원,경상북도 의성군제1선거구,경상북도,의성군제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158156,5309,531만원,0,,
100163530,강한곤,국민의힘,구시군의회의원,대구광역시 달서구라선거구,대구광역시,달서구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163530,5236,524만원,0,음주·위험운전; 폭력; 공무집행방해; 도로교통,음주·위험운전
100162468,최건,국민의힘,구시군의회의원,대구광역시 동구마선거구,대구광역시,동구마선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162468,5145,515만원,0,허위공문서·문서위조·공용서류; 음주·위험운전; 도로교통,허위공문서·문서위조·공용서류; 음주·위험운전
100160389,김영진,국민의힘,구시군의회의원,충청남도 예산군라선거구,충청남도,예산군라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160389,5090,509만원,0,음주·위험운전; 폭력; 공무집행방해; 재물손괴; 도로교통; 건축·건설·부동산,음주·위험운전
100161424,김태계,국민의힘,시도의원,인천광역시 미추홀구제3선거구,인천광역시,미추홀구제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161424,4982,498만원,0,음주·위험운전; 업무방해; 도로교통,음주·위험운전
100161816,서진수,더불어민주당,시도의원,울산광역시 남구제2선거구,울산광역시,남구제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161816,4951,495만원,0,음주·위험운전; 도로교통,음주·위험운전
100162117,손도신,국민의힘,시도의원,충청남도 아산시제4선거구,충청남도,아산시제4선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162117,4863,486만원,0,도로교통,
100161499,박상영,더불어민주당,구시군의회의원,경기도 광주시라선거구,경기도,광주시라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161499,4777,478만원,0,공무집행방해; 건축·건설·부동산,
100159370,위정복,무소속,구시군의회의원,충청북도 영동군가선거구,충청북도,영동군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159370,4571,457만원,0,폭력,
100157754,김금희,국민의힘,구시군의회의원,서울특별시 관악구가선거구,서울특별시,관악구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157754,4567,457만원,961,공직선거법,공직선거법
100155929,허희준,더불어민주당,구시군의회의원,경기도 안양시다선거구,경기도,안양시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155929,4508,451만원,0,공무집행방해,
100160898,황경화,국민의힘,구시군의회의원,강원특별자치도 홍천군가선거구,강원특별자치도,홍천군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160898,4486,449만원,4486,음주·위험운전; 도로교통; 건축·건설·부동산,음주·위험운전
100155789,김태호,더불어민주당,구시군의회의원,서울특별시 영등포구바선거구,서울특별시,영등포구바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155789,4476,448만원,0,,
100163480,오우택,국민의힘,구시군의회의원,부산광역시 부산진구가선거구,부산광역시,부산진구가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163480,4295,430만원,0,폭력,
100160502,하재선,무소속,구시군의회의원,경기도 가평군가선거구,경기도,가평군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160502,4237,424만원,0,음주·위험운전; 교통사고; 도로교통; 건축·건설·부동산,음주·위험운전
100155807,안계명,더불어민주당,시도의원,경기도 평택시제5선거구,경기도,평택시제5선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100155807,4221,422만원,0,공직선거법,공직선거법
100162778,백일권,국민의힘,구시군의회의원,대구광역시 서구라선거구,대구광역시,서구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162778,4205,421만원,0,자동차관리,
100157944,박영근,조국혁신당,구시군의회의원,전라남도 목포시사선거구,전라남도,목포시사선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157944,4083,408만원,0,음주·위험운전; 도로교통; 노동,음주·위험운전
100158988,이재익,더불어민주당,구시군의회의원,충청북도 보은군가선거구,충청북도,보은군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158988,4028,403만원,0,,
100160208,김영범,국민의힘,구시군의회의원,경상북도 울릉군가선거구,경상북도,울릉군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160208,3994,399만원,0,폭력; 도로교통,
100161823,한원찬,국민의힘,시도의원,경기도 수원시제6선거구,경기도,수원시제6선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161823,3976,398만원,0,교통사고; 건축·건설·부동산,
100162539,노성철,더불어민주당,시도의원,서울특별시 동작구제3선거구,서울특별시,동작구제3선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162539,3951,395만원,0,음주·위험운전; 도로교통,음주·위험운전
100162388,남정호,국민의힘,구시군의회의원,대구광역시 수성구나선거구,대구광역시,수성구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162388,3938,394만원,0,도로교통,
100162493,유지웅,국민의힘,구시군의회의원,서울특별시 서초구다선거구,서울특별시,서초구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162493,3843,384만원,0,음주·위험운전; 도로교통,음주·위험운전
100163682,이정임,더불어민주당,구시군의회의원,경상북도 구미시바선거구,경상북도,구미시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163682,3823,382만원,0,사기,사기
100158243,김민섭,국민의힘,구시군의회의원,서울특별시 강북구라선거구,서울특별시,강북구라선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158243,3756,376만원,0,재물손괴; 건축·건설·부동산,
100161338,백종진,국민의힘,시도의원,경기도 광명시제1선거구,경기도,광명시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161338,3711,371만원,2831,음주·위험운전; 도로교통,음주·위험운전
100158635,김종국,더불어민주당,구시군의회의원,인천광역시 제물포구나선거구,인천광역시,제물포구나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158635,3672,367만원,0,,
100154619,김주년,조국혁신당,구시군의회의원,전북특별자치도 전주시다선거구,전북특별자치도,전주시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154619,3667,367만원,0,공직선거법; 식품·보건; 명예훼손,공직선거법
100163016,전용길,조국혁신당,구시군의회의원,충청남도 천안시바선거구,충청남도,천안시바선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163016,3661,366만원,0,절도; 폭력,절도
100160059,김주석,더불어민주당,시도의원,경상남도 함안군제1선거구,경상남도,함안군제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160059,3563,356만원,0,폭력; 공무집행방해; 업무방해; 도로교통; 집시법,
100162230,김득환,더불어민주당,시도의원,경상북도 구미시제6선거구,경상북도,구미시제6선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162230,3552,355만원,0,,
100162060,김현찬,국민의힘,구시군의회의원,경상북도 의성군가선거구,경상북도,의성군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162060,3448,345만원,0,업무방해; 도로교통,
100163912,김대진,국민의힘,시도의원,경상북도 안동시제1선거구,경상북도,안동시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163912,3307,331만원,0,음주·위험운전; 도로교통,음주·위험운전
100157123,김광선,국민의힘,시도의원,경기도 파주시제2선거구,경기도,파주시제2선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100157123,3171,317만원,0,음주·위험운전; 도로교통,음주·위험운전
100158428,이재덕,더불어민주당,구시군의회의원,경기도 여주시나선거구,경기도,여주시나선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158428,3166,317만원,0,보조금; 건축·건설·부동산,보조금
100160602,이현명,더불어민주당,시도의원,전남광주통합특별시 진도군선거구,전남광주통합특별시,진도군선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160602,3156,316만원,0,교통사고,
100159879,김철우,더불어민주당,기초단체장,전라남도 보성군,전라남도,보성군,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100159879,3124,312만원,0,공무집행방해; 건축·건설·부동산,
100154209,오춘근,국민의힘,구시군의회의원,경상남도 창원시다선거구,경상남도,창원시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154209,2954,295만원,0,건축·건설·부동산,
100164450,박창석,국민의힘,시도의원,대구광역시 군위군선거구,대구광역시,군위군선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100164450,2873,287만원,0,횡령; 음주·위험운전; 무면허운전; 도로교통; 건축·건설·부동산,횡령; 음주·위험운전; 무면허운전
100160197,채명기,더불어민주당,시도의원,경기도 수원시제8선거구,경기도,수원시제8선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100160197,2800,280만원,0,음주·위험운전; 도로교통,음주·위험운전
100161833,임종훈,무소속,구시군의회의원,경기도 포천시가선거구,경기도,포천시가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100161833,2797,280만원,0,음주·위험운전; 도로교통,음주·위험운전
100158084,조재영,국민의힘,구시군의회의원,부산광역시 사하구다선거구,부산광역시,사하구다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158084,2792,279만원,0,,
100162374,이상욱,국민의힘,시도의원,부산광역시 동구제1선거구,부산광역시,동구제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100162374,2767,277만원,0,음주·위험운전; 도로교통,음주·위험운전
100163296,한중일,국민의힘,시도의원,강원특별자치도 춘천시제1선거구,강원특별자치도,춘천시제1선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100163296,2664,266만원,0,음주·위험운전; 도로교통,음주·위험운전
100158708,윤대성,국민의힘,구시군의회의원,충청북도 보은군가선거구,충청북도,보은군가선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100158708,2641,264만원,0,교육·청소년,
100154354,김학래,국민의힘,구시군의회의원,강원특별자치도 강릉시다선거구,강원특별자치도,강릉시다선거구,https://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020260603&huboId=100154354,2579,258만원,0,교통사고,
