sim_id,강원특별자치도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,서울특별시,세종특별자치시,울산광역시,인천광역시,전라남도,전북특별자치도,제주특별자치도,충청남도,충청북도
7415,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
7416,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,D
7417,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7418,R,D,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
7419,D,D,R,R,D,R,R,R,R,D,R,D,D,D,R,D,D
7420,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R
7421,D,R,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
7422,D,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
7423,R,R,R,R,D,R,R,R,R,R,R,D,D,R,D,R,R
7424,R,D,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
7425,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7426,D,D,D,R,D,D,D,R,D,D,R,D,D,D,D,D,D
7427,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7428,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7429,R,D,R,R,D,R,R,D,D,D,R,R,D,D,R,R,R
7430,R,D,D,R,D,R,D,D,R,D,R,D,D,D,D,D,D
7431,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
7432,D,D,R,R,D,D,R,R,D,D,D,D,D,D,D,D,R
7433,R,D,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7434,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
7435,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
7436,R,R,R,R,D,R,R,R,D,D,R,D,D,D,D,D,R
7437,R,R,R,R,D,R,R,R,D,D,R,D,D,D,D,D,R
7438,D,R,R,R,D,R,D,R,D,R,R,R,D,D,R,R,R
7439,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,D
7440,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7441,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7442,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7443,D,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
7444,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
7445,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7446,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
7447,D,D,R,R,D,R,D,R,D,D,D,D,D,D,D,D,R
7448,R,D,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
7449,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,D,R
7450,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7451,D,R,R,R,D,R,D,R,R,R,R,D,D,D,D,R,D
7452,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,D,R
7453,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
7454,R,D,D,R,D,R,R,R,D,R,D,D,D,D,D,D,D
7455,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,D,D
7456,D,D,R,R,D,R,D,R,D,D,D,D,D,D,D,D,D
7457,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7458,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7459,D,R,R,R,D,R,D,R,R,D,R,D,D,D,R,D,R
7460,R,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,R
7461,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
7462,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
7463,D,R,R,R,D,R,R,R,D,R,R,D,D,D,R,D,D
7464,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
7465,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
7466,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
7467,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
7468,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
7469,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
7470,R,R,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
7471,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,R
7472,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
7473,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
7474,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
7475,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
7476,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
7477,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
7478,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7479,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
7480,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
7481,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
7482,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,D
7483,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
7484,D,D,R,D,D,R,D,R,D,D,R,D,D,D,D,D,D
7485,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
7486,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,D,D
7487,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
7488,R,R,R,R,R,R,R,R,D,D,R,D,D,D,D,D,R
7489,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
7490,D,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7491,R,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
7492,R,D,R,R,D,R,D,D,D,D,R,D,D,D,R,R,R
7493,R,D,R,R,D,R,D,R,R,R,R,R,D,R,D,R,R
7494,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7495,R,R,R,R,D,R,R,R,D,R,R,D,D,D,R,R,R
7496,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7497,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,D
7498,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,D
7499,R,D,R,R,D,R,R,R,R,R,R,D,D,D,D,D,D
7500,R,R,R,R,D,R,D,R,R,D,D,R,D,D,R,R,R
7501,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
7502,R,D,R,R,D,R,R,R,R,D,R,R,R,D,D,R,R
7503,D,D,D,R,D,D,D,R,D,D,R,D,D,D,D,D,D
7504,D,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
7505,D,R,R,R,D,R,R,D,R,R,R,R,D,D,R,R,R
7506,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,R,R
7507,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
7508,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
7509,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
7510,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7511,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
7512,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
7513,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7514,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
7515,D,D,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
7516,D,R,R,R,D,R,R,R,R,R,R,D,D,D,R,D,D
7517,D,R,R,R,D,R,D,R,D,R,D,R,D,D,R,R,R
7518,D,R,R,R,D,D,D,D,D,D,R,D,D,D,R,R,D
7519,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
7520,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,R,D
7521,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7522,D,R,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
7523,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
7524,D,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
7525,D,R,R,R,D,R,D,R,R,R,R,R,D,D,D,D,D
7526,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
7527,R,R,D,R,D,R,D,R,R,R,R,R,D,D,D,R,R
7528,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
7529,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,D
7530,D,R,R,R,R,R,R,D,R,D,R,D,D,D,R,D,D
7531,D,R,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
7532,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
7533,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7534,R,R,R,R,R,R,R,R,D,R,R,D,D,D,R,D,R
7535,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
7536,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
7537,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
7538,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7539,D,D,R,R,D,R,R,R,R,R,R,D,D,D,R,D,R
7540,R,R,R,R,D,R,D,R,D,R,R,D,D,D,R,D,R
7541,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,D
7542,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7543,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,D
7544,R,D,R,R,D,R,D,R,R,D,D,D,D,D,R,R,D
7545,R,R,R,R,D,R,D,R,D,R,R,R,D,D,R,D,R
7546,D,D,R,R,D,R,R,D,D,R,R,D,D,D,D,R,D
7547,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
7548,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7549,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7550,D,D,R,R,D,D,D,R,D,D,R,D,D,D,D,R,D
7551,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7552,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
7553,R,D,R,R,D,D,D,R,D,D,D,D,D,D,D,D,D
7554,D,R,R,R,D,R,D,R,D,D,D,R,D,D,D,D,D
7555,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,D
7556,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
7557,D,R,D,R,D,R,R,D,D,D,R,D,D,D,D,D,D
7558,R,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
7559,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
7560,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
7561,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
7562,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,D
7563,R,D,R,R,D,R,D,R,D,D,R,R,D,D,D,R,D
7564,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
7565,D,R,D,R,D,R,R,R,D,R,R,R,D,D,R,R,R
7566,D,D,R,R,D,D,R,D,D,D,R,D,D,D,D,D,D
7567,D,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
7568,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7569,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
7570,R,D,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
7571,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,R
7572,R,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
7573,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,D
7574,D,R,R,R,D,R,R,R,D,D,R,D,D,D,D,D,R
7575,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,D
7576,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
7577,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7578,R,D,R,R,D,R,D,R,D,D,R,D,D,D,R,R,R
7579,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7580,D,D,R,R,D,R,R,R,R,D,R,D,D,D,R,D,D
7581,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7582,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
7583,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,D
7584,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7585,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
7586,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
7587,D,R,R,R,D,R,D,R,R,R,R,D,D,D,D,R,R
7588,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,D,D
7589,R,R,R,R,D,R,R,R,R,R,R,R,R,D,R,R,R
7590,D,R,R,R,D,R,D,R,D,R,R,R,D,D,D,D,R
7591,R,R,R,R,D,R,D,R,D,R,R,R,D,D,R,R,D
7592,R,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,R
7593,D,R,R,R,D,R,R,R,D,D,R,D,D,D,R,D,R
7594,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,D
7595,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
7596,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7597,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
7598,D,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,D
7599,R,D,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
7600,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7601,D,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
7602,D,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
7603,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7604,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,R
7605,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
7606,R,D,R,R,D,R,D,R,R,D,R,D,D,D,D,D,D
7607,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,D
7608,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,R
7609,R,R,R,R,D,R,R,R,R,D,R,D,R,D,R,D,R
7610,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
7611,D,R,D,R,D,D,D,R,D,D,R,D,D,D,D,D,D
7612,R,R,R,R,D,R,D,R,D,R,R,R,D,D,D,D,R
7613,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
7614,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R
7615,R,R,D,R,D,D,R,R,D,D,R,D,D,D,D,D,R
7616,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7617,D,D,R,R,D,D,D,D,D,D,R,R,D,D,D,D,D
7618,D,D,R,R,D,R,R,R,D,R,R,R,D,D,R,D,R
7619,R,R,R,R,D,R,R,D,D,D,R,R,D,D,D,R,D
7620,R,R,R,R,D,R,D,R,R,D,D,R,D,D,D,D,R
7621,D,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
7622,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
7623,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
7624,D,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
7625,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7626,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
7627,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
7628,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
7629,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7630,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,D,R
7631,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
7632,D,D,D,R,D,R,D,R,D,D,R,D,D,D,R,D,D
7633,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
7634,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,D
7635,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,D,R
7636,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
7637,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
7638,D,D,R,R,D,R,D,R,R,D,R,D,D,D,D,D,R
7639,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,D
7640,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
7641,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
7642,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
7643,D,D,D,R,D,D,D,R,D,D,D,D,D,D,D,D,D
7644,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,D
7645,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,D
7646,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
7647,D,D,D,R,D,R,R,R,D,D,D,D,D,D,D,D,D
7648,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
7649,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7650,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7651,R,R,D,R,D,R,D,R,D,D,D,D,D,D,R,D,D
7652,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
7653,R,D,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
7654,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
7655,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,D
7656,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
7657,R,R,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
7658,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7659,R,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
7660,D,R,R,R,D,R,D,R,R,D,R,D,D,D,R,R,R
7661,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,D
7662,D,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
7663,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7664,R,R,R,R,D,R,R,R,R,D,D,D,D,D,D,R,R
7665,R,R,R,R,D,R,D,D,D,R,R,R,D,D,D,R,R
7666,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7667,D,R,R,R,D,R,D,R,R,D,R,D,D,D,R,D,D
7668,D,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
7669,D,R,R,R,D,R,R,D,R,R,R,D,D,D,D,R,R
7670,D,D,D,R,D,D,R,D,D,D,R,D,D,D,D,D,D
7671,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
7672,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7673,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
7674,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
7675,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7676,R,R,R,R,D,D,R,R,R,D,R,D,D,D,D,R,R
7677,D,R,R,R,D,D,R,R,R,D,R,R,D,D,D,R,R
7678,D,R,R,R,D,R,D,R,D,D,R,R,D,D,R,D,D
7679,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7680,R,R,R,R,R,R,R,R,R,R,R,R,D,D,D,R,R
7681,R,D,R,R,D,R,D,D,D,R,R,D,D,D,D,D,D
7682,D,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
7683,R,R,R,R,D,R,D,D,R,D,R,R,D,D,R,R,D
7684,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7685,R,R,R,R,D,D,R,R,D,D,R,R,D,D,D,R,R
7686,R,D,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
7687,D,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
7688,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
7689,R,R,R,R,D,R,D,R,D,D,D,D,D,D,D,R,D
7690,R,R,R,R,D,R,R,R,R,D,R,R,R,D,R,D,R
7691,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7692,R,D,R,R,D,R,R,R,R,D,R,D,D,D,D,R,D
7693,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
7694,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
7695,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,R,D
7696,D,D,R,R,D,R,R,R,R,D,R,D,D,D,R,D,D
7697,D,R,R,R,D,R,R,D,R,D,R,R,D,D,R,D,R
7698,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
7699,D,R,D,R,D,R,R,D,D,D,D,D,D,D,D,D,D
7700,D,D,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
7701,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
7702,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
7703,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7704,R,R,R,R,D,R,R,R,R,R,R,R,D,R,R,R,R
7705,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,R
7706,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
7707,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
7708,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7709,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7710,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
7711,R,D,R,R,D,R,R,R,R,D,D,D,D,D,D,D,R
7712,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7713,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
7714,D,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
7715,D,D,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
7716,D,D,R,R,D,R,D,R,R,D,R,D,D,D,R,D,D
7717,R,D,R,R,D,R,R,R,D,R,R,D,D,D,D,R,D
7718,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
7719,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
7720,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
7721,R,R,R,R,D,R,R,R,D,D,D,R,D,D,D,D,R
7722,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
7723,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
7724,R,R,R,R,D,R,D,R,D,D,R,D,D,D,R,D,R
7725,R,D,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
7726,D,D,R,R,D,R,D,R,D,D,D,D,D,D,D,D,D
7727,D,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
7728,R,R,R,R,D,R,R,D,D,R,R,R,D,D,D,R,R
7729,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
7730,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
7731,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
7732,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
7733,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,D,R
7734,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
7735,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
7736,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,D
7737,R,R,R,R,D,R,R,D,R,D,R,R,D,D,R,D,R
7738,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7739,D,R,R,R,D,R,R,R,R,D,D,R,D,D,R,R,R
7740,D,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
7741,D,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
7742,R,D,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R
7743,D,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
7744,R,D,R,R,D,R,D,R,R,D,R,D,D,D,R,R,R
7745,D,D,D,D,D,R,R,D,R,D,R,D,D,D,D,D,D
7746,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,D
7747,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
7748,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
7749,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
7750,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
7751,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7752,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
7753,R,R,R,R,D,R,D,D,R,D,R,R,D,D,D,R,R
7754,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
7755,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7756,R,D,R,R,D,R,D,D,D,D,R,R,D,D,D,R,R
7757,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
7758,D,D,R,R,D,D,R,R,D,D,R,D,D,D,R,D,D
7759,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
7760,R,D,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
7761,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
7762,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
7763,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,D
7764,D,R,D,R,D,R,R,R,R,D,R,R,D,D,D,D,R
7765,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
7766,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,R
7767,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
7768,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
7769,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
7770,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
7771,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7772,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
7773,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
7774,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
7775,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
7776,R,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
7777,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,D
7778,R,R,R,R,D,R,R,R,R,R,R,R,R,D,R,R,R
7779,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
7780,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
7781,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
7782,D,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
7783,D,R,R,R,R,R,R,R,R,R,R,R,D,D,R,R,R
7784,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
7785,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
7786,R,R,R,R,D,R,R,D,R,D,R,R,D,D,D,D,R
7787,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
7788,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
7789,D,R,D,R,D,R,D,D,D,D,R,D,D,D,R,D,D
