sim_id,강원특별자치도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,서울특별시,세종특별자치시,울산광역시,인천광역시,전라남도,전북특별자치도,제주특별자치도,충청남도,충청북도
1734,R,D,R,R,D,R,R,R,D,R,D,D,D,D,R,R,R
1735,R,D,R,R,D,R,D,R,R,R,R,R,D,D,D,D,D
1736,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1737,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
1738,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1739,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
1740,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1741,D,D,R,R,D,D,D,D,D,R,R,D,D,D,D,D,D
1742,R,R,D,R,D,R,R,R,R,R,R,D,D,D,R,R,R
1743,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
1744,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
1745,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
1746,R,D,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
1747,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1748,R,D,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
1749,D,R,R,R,D,R,R,R,R,R,R,R,D,R,R,R,R
1750,D,D,R,R,D,R,D,R,D,D,D,D,D,D,D,D,D
1751,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
1752,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1753,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
1754,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
1755,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
1756,R,R,R,R,D,R,R,R,R,D,R,R,D,R,R,D,R
1757,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
1758,R,D,R,R,D,R,D,D,R,R,R,R,D,D,R,R,R
1759,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
1760,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
1761,D,D,R,R,D,R,D,D,D,D,R,D,D,D,R,D,D
1762,D,R,D,R,D,R,D,R,R,D,R,R,D,D,R,D,R
1763,R,R,R,R,D,R,R,D,R,D,R,D,D,D,R,D,R
1764,R,R,R,R,D,R,R,D,D,R,R,R,D,D,D,R,R
1765,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
1766,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
1767,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1768,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
1769,R,D,R,R,D,D,R,R,R,D,R,R,D,D,D,D,D
1770,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
1771,R,D,R,R,D,R,D,R,D,R,R,R,D,D,R,R,R
1772,D,R,D,R,D,D,D,D,D,D,D,D,D,D,R,D,R
1773,R,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
1774,R,R,R,R,D,R,R,D,D,D,R,D,D,D,D,D,R
1775,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,D
1776,R,D,R,R,D,D,D,D,R,R,R,R,D,D,D,D,R
1777,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,R
1778,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
1779,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,D
1780,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,D
1781,D,D,D,R,D,D,D,D,R,D,D,D,D,D,D,D,D
1782,D,R,R,R,D,R,D,R,D,D,D,D,D,D,R,D,R
1783,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1784,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
1785,R,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
1786,R,D,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
1787,D,R,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
1788,R,R,R,R,D,R,D,R,D,R,R,R,D,D,D,D,R
1789,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,D
1790,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
1791,D,D,D,R,D,D,D,D,D,D,D,D,D,D,D,D,R
1792,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
1793,D,D,R,R,D,R,R,D,D,D,R,R,D,D,R,R,D
1794,D,R,R,R,D,R,R,D,R,R,R,R,D,D,D,D,R
1795,D,R,R,R,D,R,D,D,D,D,R,R,D,D,D,R,D
1796,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1797,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
1798,D,D,D,R,D,D,R,R,D,D,R,D,D,D,D,D,D
1799,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
1800,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
1801,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
1802,R,D,R,R,D,R,D,R,D,R,R,D,D,D,D,D,R
1803,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
1804,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,D
1805,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
1806,R,R,R,R,D,R,D,R,D,D,R,D,D,D,R,R,R
1807,R,R,R,R,D,R,D,D,R,R,R,R,D,D,R,R,D
1808,D,D,D,R,D,D,D,D,D,D,D,D,D,D,D,R,D
1809,D,D,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
1810,D,D,D,R,D,D,D,R,D,D,R,D,D,D,D,D,D
1811,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1812,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1813,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
1814,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
1815,R,R,R,R,R,R,R,R,R,D,R,R,D,D,R,D,R
1816,R,D,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
1817,D,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,R
1818,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
1819,D,D,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
1820,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
1821,R,R,R,R,D,R,R,R,R,R,R,D,R,D,R,R,R
1822,D,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,D
1823,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
1824,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,R,D
1825,D,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,D
1826,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
1827,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
1828,R,R,D,R,D,R,D,R,R,R,R,R,D,D,R,R,R
1829,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1830,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
1831,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
1832,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
1833,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,D
1834,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1835,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
1836,R,R,R,R,D,R,D,R,R,D,D,D,D,D,D,D,D
1837,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
1838,D,D,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
1839,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
1840,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1841,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1842,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1843,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1844,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1845,D,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,D
1846,D,D,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
1847,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1848,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
1849,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
1850,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1851,D,R,R,R,D,R,D,R,D,R,R,D,D,D,D,D,R
1852,R,R,R,R,D,R,R,D,D,D,R,R,D,D,D,R,R
1853,R,R,R,R,D,R,R,D,D,D,R,R,D,D,R,R,R
1854,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,D
1855,R,R,D,R,D,D,D,R,D,D,D,D,D,D,D,D,D
1856,R,R,R,R,D,R,R,R,R,D,R,R,D,R,D,R,D
1857,D,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1858,D,D,R,R,D,R,D,D,R,R,R,D,D,D,R,R,R
1859,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1860,D,R,R,R,D,R,D,D,D,R,R,D,D,D,D,D,D
1861,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
1862,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
1863,D,D,D,R,D,D,D,D,D,D,D,D,D,D,D,D,D
1864,D,R,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
1865,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,D
1866,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
1867,D,R,R,R,D,R,R,D,D,D,R,D,D,D,R,D,R
1868,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,R,R
1869,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1870,D,D,R,D,D,D,D,R,D,D,D,D,D,D,D,D,D
1871,R,R,R,R,D,R,D,R,D,R,R,D,D,D,D,D,D
1872,R,D,R,R,D,R,D,R,D,D,R,D,D,D,R,R,R
1873,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
1874,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
1875,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
1876,R,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
1877,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
1878,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,R,D
1879,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1880,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,D
1881,D,D,D,R,D,R,D,D,D,D,R,R,D,D,D,D,D
1882,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1883,R,R,R,R,D,R,R,D,R,R,R,R,D,D,R,D,R
1884,R,D,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1885,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
1886,D,D,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
1887,D,R,R,R,D,R,D,D,D,D,R,D,D,D,D,R,D
1888,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
1889,D,D,R,R,D,D,D,R,D,D,D,D,D,D,D,R,D
1890,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
1891,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,R
1892,R,R,R,R,D,R,R,R,D,R,R,D,R,D,R,R,R
1893,D,D,R,R,D,R,R,R,D,R,D,R,D,D,R,D,D
1894,R,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1895,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,D
1896,D,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1897,D,R,R,D,D,R,D,D,D,D,R,D,D,D,D,D,D
1898,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1899,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1900,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
1901,D,R,R,R,D,D,D,R,R,R,R,R,D,D,R,D,D
1902,R,D,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
1903,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
1904,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
1905,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,D
1906,D,R,R,R,D,R,D,D,D,R,R,R,D,D,R,D,R
1907,D,D,D,R,D,R,R,R,D,D,R,D,D,D,D,D,D
1908,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
1909,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
1910,D,R,R,R,D,R,D,D,R,D,R,D,D,D,D,D,D
1911,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,R
1912,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
1913,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
1914,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R
1915,D,D,R,R,D,R,R,D,D,D,R,D,D,D,D,D,D
1916,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1917,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1918,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
1919,D,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,D
1920,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
1921,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,R,R
1922,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
1923,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,D
1924,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,D,D
1925,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1926,R,R,R,R,D,R,D,R,R,R,R,D,D,D,D,D,R
1927,D,D,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
1928,D,D,R,R,D,R,D,D,D,D,D,R,D,D,D,D,D
1929,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
1930,D,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
1931,D,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
1932,D,R,R,R,D,R,D,R,D,D,D,R,D,D,D,D,D
1933,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,D
1934,R,R,R,R,D,D,R,R,R,D,R,D,D,D,R,R,R
1935,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,R,D
1936,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
1937,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1938,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1939,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,R,R
1940,D,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,D
1941,D,R,D,R,D,R,D,D,D,D,R,D,D,D,R,D,D
1942,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
1943,R,R,R,R,D,R,R,D,R,D,R,D,D,D,R,D,R
1944,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
1945,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1946,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1947,D,D,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
1948,R,R,R,R,D,R,D,D,R,R,R,D,D,D,R,R,R
1949,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
1950,D,R,R,R,D,R,D,R,R,D,D,D,D,D,R,D,D
1951,R,R,R,R,R,R,R,R,R,D,R,R,D,D,R,R,R
1952,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
1953,R,R,R,R,D,R,R,D,R,D,R,R,D,D,R,D,R
1954,D,D,R,R,D,D,D,R,D,D,D,D,D,D,D,D,D
1955,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
1956,D,D,D,R,D,D,R,D,D,D,R,D,D,D,D,D,D
1957,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1958,D,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
1959,R,D,R,R,D,R,D,R,R,D,R,D,D,D,R,R,R
1960,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
1961,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,D
1962,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
1963,R,R,R,R,D,R,R,D,R,R,R,R,D,D,D,D,R
1964,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1965,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1966,D,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
1967,R,D,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
1968,R,D,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
1969,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,D
1970,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
1971,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1972,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,R
1973,R,R,R,R,D,R,R,R,D,R,D,R,D,D,R,D,R
1974,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
1975,D,R,R,R,D,R,D,R,D,R,R,R,D,D,R,R,R
1976,D,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
1977,R,D,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
1978,D,D,D,D,D,R,D,D,D,R,R,D,D,D,D,D,D
1979,R,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
1980,R,R,R,R,D,R,R,R,D,R,D,D,D,D,D,D,D
1981,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
1982,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
1983,R,R,R,R,D,R,R,D,R,D,D,R,D,D,D,D,D
1984,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
1985,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1986,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
1987,R,R,R,R,D,R,D,R,D,R,R,R,D,D,R,D,R
1988,D,D,R,R,D,R,D,D,D,D,D,D,D,D,D,D,D
1989,R,R,R,R,D,R,D,R,D,R,R,R,D,D,R,R,D
1990,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,D
1991,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
1992,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,R
1993,D,D,R,R,D,R,R,R,R,R,R,D,D,D,D,D,R
1994,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
1995,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
1996,R,D,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
1997,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
1998,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
1999,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
2000,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
2001,D,D,R,R,D,R,D,R,D,D,D,R,D,D,R,R,R
2002,D,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D,D
2003,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
2004,R,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
2005,R,D,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
2006,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
2007,R,R,R,R,D,R,D,R,R,D,R,D,D,D,R,R,R
2008,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
2009,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
2010,R,R,R,R,D,R,D,R,R,R,R,D,D,D,D,D,R
2011,D,D,D,R,D,R,D,D,D,D,R,D,D,D,R,D,D
2012,R,D,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
2013,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
2014,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
2015,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
2016,R,R,D,R,D,R,R,R,R,R,R,D,D,D,D,D,R
2017,R,R,R,R,D,R,R,D,R,D,R,R,D,D,R,R,R
2018,R,R,R,R,D,R,D,R,D,R,R,D,D,D,D,R,R
2019,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
2020,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
2021,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
2022,D,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2023,D,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
2024,D,D,R,R,D,D,D,D,D,D,D,R,D,D,D,D,D
2025,D,D,R,R,D,R,D,D,D,D,R,R,D,D,D,D,D
2026,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
2027,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
2028,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2029,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
2030,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
2031,R,R,R,R,D,R,D,R,R,R,R,D,D,D,D,R,R
2032,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
2033,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
2034,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2035,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
2036,D,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
2037,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,D
2038,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
2039,D,R,R,R,D,R,R,R,D,R,R,D,D,D,R,R,R
2040,D,D,R,R,D,R,D,R,R,R,R,D,D,D,D,D,D
2041,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
2042,D,D,R,R,D,R,D,R,R,R,R,D,D,D,R,D,R
2043,D,D,R,R,D,R,R,R,D,D,D,D,D,D,D,R,D
2044,D,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,D
2045,D,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
2046,R,R,R,R,D,R,D,R,D,R,R,D,D,D,R,R,R
2047,R,R,R,R,D,R,R,R,R,D,D,R,D,D,R,R,R
2048,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
2049,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
2050,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,D
2051,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2052,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
2053,D,D,D,D,D,D,R,D,D,D,R,D,D,D,D,D,D
2054,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
2055,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
2056,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2057,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
2058,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
2059,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,D
2060,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
2061,D,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
2062,R,R,R,R,D,R,D,R,D,R,R,D,D,D,R,D,D
2063,D,R,D,R,D,D,D,D,D,D,R,D,D,D,D,D,R
2064,R,R,R,R,D,R,R,R,R,R,R,R,R,D,R,R,R
2065,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2066,D,R,R,R,D,D,D,R,D,D,R,D,D,D,D,D,R
2067,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2068,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2069,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
2070,R,R,R,R,D,R,D,R,R,R,R,D,D,D,D,D,D
2071,D,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2072,R,R,R,R,R,R,R,R,R,R,R,D,D,D,R,R,R
2073,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
2074,D,R,R,R,D,R,D,R,D,D,D,D,D,D,D,D,D
2075,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
2076,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
2077,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,R,R
2078,R,R,R,R,D,R,R,R,R,R,R,R,D,R,R,R,R
2079,D,R,R,R,D,R,D,D,R,D,R,R,D,D,D,R,R
2080,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
2081,R,R,R,R,D,R,R,D,R,R,R,R,D,D,R,D,R
2082,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,R
2083,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,R
2084,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
2085,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
2086,D,R,D,R,D,R,D,R,R,R,R,D,D,D,D,R,R
2087,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
2088,D,D,R,R,D,R,D,D,R,D,R,D,D,D,D,D,R
2089,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
2090,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
2091,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2092,R,R,R,R,D,R,D,R,D,D,R,D,D,D,R,R,R
2093,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2094,R,D,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
2095,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,D
2096,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
2097,R,D,R,R,D,R,R,R,D,D,R,D,D,D,R,D,R
2098,D,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
2099,R,D,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
2100,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,D
2101,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
2102,R,R,R,R,D,R,R,R,R,D,R,R,D,R,R,R,D
2103,D,R,R,R,D,R,R,D,R,D,R,D,D,D,D,R,D
2104,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
2105,D,R,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
2106,R,R,R,R,D,R,R,D,R,D,R,R,D,D,D,R,R
2107,D,D,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
2108,D,D,R,R,D,R,R,D,D,D,R,D,D,D,D,D,D
