시도,시군구,등록폴수,최신등록일,조사기관,의뢰자,조사방법,조사명칭,공표여부,결과분석PDF_URL,상세페이지URL
강원특별자치도,강릉시,12,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 강릉시    광역단체장선거 기초단체장선거 교육감선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19294&menuNo=200467
강원특별자치도,고성군,4,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 고성군    광역단체장선거 기초단체장선거 교육감선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19295&menuNo=200467
강원특별자치도,동해시,5,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 동해시    광역단체장선거 기초단체장선거 교육감선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19281&menuNo=200467
강원특별자치도,삼척시,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 삼척시    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19289&menuNo=200467
강원특별자치도,속초시,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 속초시    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19282&menuNo=200467
강원특별자치도,양구군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 양구군    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19290&menuNo=200467
강원특별자치도,양양군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 양양군    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19297&menuNo=200467
강원특별자치도,영월군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 영월군    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19293&menuNo=200467
강원특별자치도,원주시,12,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 원주시    광역단체장선거 기초단체장선거 교육감선거 정당 지지도 등,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19285&menuNo=200467
강원특별자치도,인제군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 인제군    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19291&menuNo=200467
강원특별자치도,정선군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 정선군    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19288&menuNo=200467
강원특별자치도,철원군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 철원군    광역단체장선거 기초단체장선거 교육감선거 정당 지지도 등,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19284&menuNo=200467
강원특별자치도,춘천시,10,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 춘천시    광역단체장선거 기초단체장선거 교육감선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19274&menuNo=200467
강원특별자치도,태백시,8,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 태백시    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19287&menuNo=200467
강원특별자치도,평창군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 평창군    광역단체장선거 기초단체장선거 교육감선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19280&menuNo=200467
강원특별자치도,홍천군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 홍천군    광역단체장선거 기초단체장선거 교육감선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19278&menuNo=200467
강원특별자치도,화천군,3,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 화천군    광역단체장선거 기초단체장선거 교육감선거 정당 지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19283&menuNo=200467
강원특별자치도,횡성군,9,2026-05-28,(주)엠브레인퍼블릭,춘천MBC/원주MBC/MBC강원영동/강원일보/강원도민일보/G1방송,무선전화면접,강원특별자치도 횡성군    광역단체장선거 기초단체장선거 교육감선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19279&menuNo=200467
경기도,가평군,8,2026-04-03,(주)리서치뷰,NGN뉴스,무선 ARS,경기도 가평군    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=rg2%2FAWjGQ%2FhUr%2FEWVaKluw9enR8uJEA4LdRFRJYysaI%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=dx99ry60O1KaykJaw29Y7g%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18056&menuNo=200467
경기도,고양시,11,2026-03-30,조원씨앤아이,스트레이트뉴스,무선 ARS,경기도 고양시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17975&menuNo=200467
경기도,과천시,4,2026-05-19,조원씨앤아이,경기일보,무선 ARS,경기도 과천시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18812&menuNo=200467
경기도,광명시,2,2026-04-15,모노커뮤니케이션즈(모노리서치),광명일보,무선 ARS,경기도 광명시    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=RZb7NiivEAVTNXb6A6Txi%2F78IxWn1T9Cxeyup4uyd8s%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=hU1VyRb4T2J7LRBM2f3TAw%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18266&menuNo=200467
경기도,광주시,8,2026-05-15,(주)이너텍시스템즈,전국매일신문,무선 ARS,경기도 광주시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18710&menuNo=200467
경기도,구리시,3,2026-03-17,(주)리얼미터,미디어트리뷴,무선 ARS,경기도 구리시    정당지지도 기초단체장선거,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17736&menuNo=200467
경기도,군포시,4,2026-04-28,(주)이너텍시스템즈,지.이코노미(G.ECONOMY),무선 ARS,경기도 군포시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18427&menuNo=200467
경기도,김포시,7,2026-05-25,(주)리얼미터,포커스김포,무선 ARS,경기도 김포시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19077&menuNo=200467
경기도,남양주시,4,2026-04-15,메타보이스(주),리얼에셋타임즈,무선 ARS,경기도 남양주시    기초단체장선거,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18267&menuNo=200467
경기도,동두천시,1,2026-05-27,(주)이너텍시스템즈,GK뉴스온/피플플러스플랫폼,무선 ARS,경기도 동두천시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19230&menuNo=200467
경기도,부천시,14,2026-04-15,윈지코리아컨설팅,새부천신문,무선 ARS,경기도 부천시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18270&menuNo=200467
경기도,성남시,12,2026-05-28,조원씨앤아이,스트레이트뉴스,무선 ARS,경기도 성남시    기초단체장선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19311&menuNo=200467
경기도,수원시,5,2026-05-19,한국갤럽조사연구소,경인일보,무선전화면접,경기도 수원시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18835&menuNo=200467
경기도,시흥시,2,2026-04-12,(주)비전코리아,시흥시민신문,무선 ARS,경기도 시흥시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18211&menuNo=200467
경기도,안산시,13,2026-05-27,(주)비전코리아,경기연합신문,무선 ARS,경기도 안산시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19164&menuNo=200467
경기도,안성시,2,2026-05-26,(주)에브리리서치,폴리뉴스/(주)에브리뉴스,무선 ARS,경기도 안성시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19084&menuNo=200467
경기도,안양시,3,2026-04-07,(주)이너텍시스템즈,(주)경인매일,무선 ARS,경기도 안양시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18124&menuNo=200467
경기도,양주시,5,2026-05-27,(주)알앤써치,양주일보,무선 ARS,경기도 양주시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19175&menuNo=200467
경기도,양평군,7,2026-05-27,(주)코리아정보리서치,하나로신문,무선 ARS,경기도 양평군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19216&menuNo=200467
경기도,여주시,9,2026-05-27,(주)데일리리서치,중부일보,무선 ARS,경기도 여주시    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=ikcPlwKjg0hn1mJijYVWVHq9ziA146d9ymq7jq534QE%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=zKJyyFOamfiKXSt3PFjgAQ%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19217&menuNo=200467
경기도,연천군,10,2026-05-28,한길리서치,연천뉴스,무선 ARS,경기도 연천군    정당지지도 기초단체장선거,5/28등록,https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=ikcPlwKjg0hn1mJijYVWVC4bWVwiVG28kT6mEBZFsPI%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=PQhAE%2BOQf1ryOpE%2B9ZExmQ%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19319&menuNo=200467
경기도,오산시,8,2026-05-26,한길리서치,폴리뉴스,무선 ARS,경기도 오산시    정당지지도 기초단체장선거 광역단체장선거,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=ikcPlwKjg0hn1mJijYVWVGRkL2B8S0dGtCmEUvMUFnc%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=gV8DAxfDK3lkIgTA9Dvthg%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19121&menuNo=200467
경기도,용인시,7,2026-05-24,KOPRA,인싸잇경기,무선 ARS,경기도 용인시    기초단체장선거 광역단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19017&menuNo=200467
경기도,의왕시,2,2026-04-07,조원씨앤아이,경기일보,무선 ARS,경기도 의왕시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18109&menuNo=200467
경기도,의정부시,12,2026-05-18,조원씨앤아이,스트레이트뉴스,무선 ARS,경기도 의정부시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18793&menuNo=200467
경기도,이천시,9,2026-05-27,(주)코리아정보리서치,하나로신문,무선 ARS,경기도 이천시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19239&menuNo=200467
경기도,파주시,8,2026-04-27,(주)알앤써치,파주시대,무선 ARS,경기도 파주시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18404&menuNo=200467
경기도,평택시,10,2026-05-25,(주)리서치뷰,평택시민신문/평택자치신문/미디어평택/평택시사신문,무선 ARS,경기도 평택시    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=ikcPlwKjg0hn1mJijYVWVC4z8z6%2FgUSEqokXAHnWUA8%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=9pQVQutLJo4MyivuKORJnQ%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19065&menuNo=200467
경기도,포천시,13,2026-05-27,(주)리얼미터,포천뉴스,무선 ARS,경기도 포천시    기초단체장선거 광역의원선거 기초의원선거 정당 지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19209&menuNo=200467
경기도,하남시,10,2026-05-24,(주)데일리리서치,하남일보,무선 ARS,경기도 하남시    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=ikcPlwKjg0hn1mJijYVWVDYcHQlcYF7s677IBR5TQEA%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=uUndea39Of8X%2B5pKnWZXoA%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19006&menuNo=200467
경기도,화성시,5,2026-05-23,케이에스오아이 주식회사(한국사회여론연구소),중부일보,무선 ARS,경기도 화성시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18957&menuNo=200467
경상남도,거제시,2,2026-05-19,(주)유앤미리서치,거제인터넷신문,무선 ARS,경상남도 거제시    기초단체장선거 광역단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18819&menuNo=200467
경상남도,거창군,3,2026-05-25,케이에스오아이 주식회사(한국사회여론연구소),거창인터넷신문,무선 ARS,경상남도 거창군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19054&menuNo=200467
경상남도,고성군,0,,,,,,폴없음,,
경상남도,김해시,11,2026-05-26,(주)한국리서치,KBS창원,무선전화면접,"경상남도 김해시    기초단체장선거 광역의원선거 기초의원선거 정당지지도, 정치 현안 등",공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19149&menuNo=200467
경상남도,남해군,1,2026-05-20,케이에스오아이 주식회사(한국사회여론연구소),MBC경남,무선 ARS,경상남도 남해군    기초단체장선거 기초의원선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18826&menuNo=200467
경상남도,밀양시,0,,,,,,폴없음,,
경상남도,사천시,2,2026-03-23,한길리서치,다바뉴스,무선 ARS,경상남도 사천시    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=rg2%2FAWjGQ%2FhUr%2FEWVaKlu6sRVZ%2B3TJlxQ82fd6UMS%2Bk%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=7uHQC%2B2fuS8UO7%2BKliZtLA%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17846&menuNo=200467
경상남도,산청군,3,2026-04-06,(주)이너텍시스템즈,(주)뉴스경남,무선 ARS,경상남도 산청군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18089&menuNo=200467
경상남도,양산시,17,2026-05-28,조원씨앤아이,스트레이트뉴스,무선 ARS,경상남도 양산시    기초단체장선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19312&menuNo=200467
경상남도,의령군,3,2026-05-23,(주)경남통계리서치,의령정론/의령시사신문,무선 ARS,경상남도 의령군    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=ikcPlwKjg0hn1mJijYVWVEDtQE64u7VOliNjxOVVC8s%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=8MYm%2BV4t3lztA3cL4OW5Kw%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18972&menuNo=200467
경상남도,진주시,10,2026-05-27,(주)한국리서치,KBS창원,무선전화면접,"경상남도 진주시    기초단체장선거 광역의원선거 기초의원선거 정당지지도, 정치 현안 등",공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19228&menuNo=200467
경상남도,창녕군,1,2026-03-18,KOPRA,고성국TV,무선 ARS,경상남도 창녕군 기초단체장선거정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17739&menuNo=200467
경상남도,창원시,17,2026-05-28,조원씨앤아이,스트레이트뉴스,무선 ARS,경상남도 창원시    기초단체장선거 정당지지도,5/28등록,,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19314&menuNo=200467
경상남도,통영시,3,2026-05-20,(주)코리아리서치인터내셔널,통영신문,무선전화면접,경상남도 통영시    기초단체장선거 정당지지도 지역 현안,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18866&menuNo=200467
경상남도,하동군,10,2026-05-24,한길리서치,하동뉴스,무선 ARS,경상남도 하동군    정당지지도 기초단체장선거,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=ikcPlwKjg0hn1mJijYVWVIMHWPUvljrcdZr6pFdcUgI%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=YLy3Uth%2FqWC82D2rh%2BuXjA%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19007&menuNo=200467
경상남도,함안군,1,2026-05-22,코애드,더함안신문,무선 ARS,경상남도 함안군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18917&menuNo=200467
경상남도,함양군,4,2026-05-24,모노커뮤니케이션즈(모노리서치),함양신문,무선 ARS,경상남도 함양군    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=ikcPlwKjg0hn1mJijYVWVKVGZBrRpx1V81VvWwSjvmQ%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=oYTIhm0ZAH2RsoyIZkmqQQ%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18975&menuNo=200467
경상남도,합천군,5,2026-05-26,(주)이너텍시스템즈,부산뉴스,무선 ARS,경상남도 합천군    정당지지도 기초단체장선거,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19112&menuNo=200467
경상북도,경산시,2,2026-05-18,(주)에브리리서치,뉴스1 코리아 김대벽 대구경북취재본부장/(주)에브리뉴스,유선 ARS,경상북도 경산시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18768&menuNo=200467
경상북도,경주시,13,2026-04-14,(주)에브리리서치,뉴스1 코리아 김대벽 대구경북취재본부장/에브리뉴스,무선 ARS,경상북도 경주시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18258&menuNo=200467
경상북도,고령군,0,,,,,,폴없음,,
경상북도,구미시,2,2026-05-26,(주)비전코리아,TBC,무선 ARS,경상북도 구미시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19096&menuNo=200467
경상북도,김천시,2,2026-04-21,(주)비전코리아,TBC,무선 ARS,경상북도 김천시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18326&menuNo=200467
경상북도,문경시,4,2026-05-22,(주)에브리리서치,경북매일신문/(주)에브리뉴스,무선 ARS,경상북도 문경시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18951&menuNo=200467
경상북도,봉화군,6,2026-04-10,(주)에브리리서치,봉화일보,유선 ARS,경상북도 봉화군    기초단체장선거 광역의원선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18188&menuNo=200467
경상북도,상주시,2,2026-04-08,한길리서치,매일신문,무선 ARS,경상북도 상주시    정당지지도 기초단체장선거,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=RZb7NiivEAVTNXb6A6Txi3QCrvC4fxDvMyafl%2BkkEWE%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=yOFbDDTUxHvCj9Mm3Muh3w%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18150&menuNo=200467
경상북도,성주군,3,2026-05-21,(주)에브리리서치,경북매일신문/(주)에브리뉴스,무선 ARS,경상북도 성주군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18919&menuNo=200467
경상북도,안동시,30,2026-05-27,(주)코리아정보리서치,안동인터넷뉴스,무선 ARS,경상북도 안동시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19241&menuNo=200467
경상북도,영덕군,7,2026-04-06,(주)비전코리아,TBC,무선 ARS,경상북도 영덕군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18100&menuNo=200467
경상북도,영양군,4,2026-03-14,(주)코리아정보리서치,"영남이코노믹, 데일리임팩트대구경북취재본부 공동",무선 ARS,경상북도 영양군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=17677&menuNo=200467
경상북도,영주시,4,2026-04-10,리서치웰,대구일보,무선 ARS,경상북도 영주시    기초단체장선거 정당지지도,공표가능(~5/27),https://www.nesdc.go.kr/portal/cmm/fms/FileDown.do?atchFileId=RZb7NiivEAVTNXb6A6TxixZCPDvqKqjCd%2FT%2B87%2FrCDA%3D&fileSn=wvE0duRcZoHPoK1KPjPIzA%3D%3D&bbsId=B0000005&bbsKey=6HxtuTqpbWVUzHnoGhQ6MA%3D%3D,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18194&menuNo=200467
경상북도,영천시,26,2026-05-26,조원씨앤아이,브레이크뉴스 대구경북,무선 ARS,경상북도 영천시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19108&menuNo=200467
경상북도,예천군,15,2026-05-05,(주)비전코리아,포털신문/올리서치,무선 ARS,경상북도 예천군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18530&menuNo=200467
경상북도,울릉군,6,2026-05-20,(주)코리아정보리서치,데일리임팩트 대구경북취재본부,무선 ARS,경상북도 울릉군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18888&menuNo=200467
경상북도,울진군,5,2026-05-24,(주)리얼미터,경북지역신문,무선 ARS,경상북도 울진군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18997&menuNo=200467
경상북도,의성군,11,2026-04-22,(주)리서치코리아,매일S,무선 ARS,경상북도 의성군    기초단체장선거,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18314&menuNo=200467
경상북도,청도군,3,2026-05-27,(주)비전코리아,포털신문/올리서치,무선 ARS,경상북도 청도군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19235&menuNo=200467
경상북도,청송군,5,2026-04-13,(주)코리아정보리서치,경북신문,무선 ARS,경상북도 청송군    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=18246&menuNo=200467
경상북도,칠곡군,0,,,,,,폴없음,,
경상북도,포항시,32,2026-05-27,(주)코리아정보리서치,경북신문,무선 ARS,경상북도 포항시    기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=19242&menuNo=200467
광주광역시,광산구,4,2025-11-05,한국갤럽조사연구소,KBS광주방송총국,무선전화면접,광주광역시 광산구    광역단체장선거 기초단체장선거 정당지지도,공표가능(~5/27),,https://www.nesdc.go.kr/portal/bbs/B0000005/view.do?nttId=16725&menuNo=200467
