회차,연도,선거일,선거구명,동,투표구명,분류,선거인수,투표수,유효표_계,무효투표수,기권자수,후보순번,정당,후보명,득표수,득표율_유효표대비
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제2투,box,3754,2652,2639,13,1102,3,열린우리당,이철,945,35.81
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제2투,box,3754,2652,2639,13,1102,4,자민련,노태석,16,0.61
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제2투,box,3754,2652,2639,13,1102,5,무소속,도희윤,49,1.86
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제3투,box,3246,2191,2179,12,1055,1,한나라당,정형근,1180,54.15
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제3투,box,3246,2191,2179,12,1055,2,새천년민주당,박희동,16,0.73
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제3투,box,3246,2191,2179,12,1055,3,열린우리당,이철,932,42.77
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제3투,box,3246,2191,2179,12,1055,4,자민련,노태석,13,0.6
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제3투,box,3246,2191,2179,12,1055,5,무소속,도희윤,38,1.74
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제4투,box,3539,2447,2425,22,1092,1,한나라당,정형근,1230,50.72
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제4투,box,3539,2447,2425,22,1092,2,새천년민주당,박희동,31,1.28
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제4투,box,3539,2447,2425,22,1092,3,열린우리당,이철,1072,44.21
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제4투,box,3539,2447,2425,22,1092,4,자민련,노태석,17,0.7
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제4투,box,3539,2447,2425,22,1092,5,무소속,도희윤,75,3.09
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제5투,box,2879,1922,1909,13,957,1,한나라당,정형근,1029,53.9
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제5투,box,2879,1922,1909,13,957,2,새천년민주당,박희동,25,1.31
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제5투,box,2879,1922,1909,13,957,3,열린우리당,이철,786,41.17
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제5투,box,2879,1922,1909,13,957,4,자민련,노태석,28,1.47
17,2004,2004-04-15,북구·강서구갑,만덕3동,만덕3동제5투,box,2879,1922,1909,13,957,5,무소속,도희윤,41,2.15
17,2004,2004-04-15,북구·강서구갑,만덕3동,소계,subtotal,13043,7462,7394,68,5581,1,한나라당,정형근,3861,52.22
17,2004,2004-04-15,북구·강서구갑,만덕3동,소계,subtotal,13043,7462,7394,68,5581,2,새천년민주당,박희동,99,1.34
17,2004,2004-04-15,북구·강서구갑,만덕3동,소계,subtotal,13043,7462,7394,68,5581,3,열린우리당,이철,3030,40.98
17,2004,2004-04-15,북구·강서구갑,만덕3동,소계,subtotal,13043,7462,7394,68,5581,4,자민련,노태석,72,0.97
17,2004,2004-04-15,북구·강서구갑,만덕3동,소계,subtotal,13043,7462,7394,68,5581,5,무소속,도희윤,332,4.49
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제1투,box,3214,1946,1928,18,1268,1,한나라당,정형근,1062,55.08
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제1투,box,3214,1946,1928,18,1268,2,새천년민주당,박희동,18,0.93
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제1투,box,3214,1946,1928,18,1268,3,열린우리당,이철,705,36.57
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제1투,box,3214,1946,1928,18,1268,4,자민련,노태석,15,0.78
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제1투,box,3214,1946,1928,18,1268,5,무소속,도희윤,128,6.64
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제2투,box,3359,1904,1888,16,1455,1,한나라당,정형근,1000,52.97
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제2투,box,3359,1904,1888,16,1455,2,새천년민주당,박희동,27,1.43
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제2투,box,3359,1904,1888,16,1455,3,열린우리당,이철,758,40.15
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제2투,box,3359,1904,1888,16,1455,4,자민련,노태석,11,0.58
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제2투,box,3359,1904,1888,16,1455,5,무소속,도희윤,92,4.87
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제3투,box,3218,1870,1851,19,1348,1,한나라당,정형근,986,53.27
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제3투,box,3218,1870,1851,19,1348,2,새천년민주당,박희동,19,1.03
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제3투,box,3218,1870,1851,19,1348,3,열린우리당,이철,751,40.57
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제3투,box,3218,1870,1851,19,1348,4,자민련,노태석,30,1.62
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제3투,box,3218,1870,1851,19,1348,5,무소속,도희윤,65,3.51
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제4투,box,3252,1742,1727,15,1510,1,한나라당,정형근,813,47.08
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제4투,box,3252,1742,1727,15,1510,2,새천년민주당,박희동,35,2.03
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제4투,box,3252,1742,1727,15,1510,3,열린우리당,이철,816,47.25
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제4투,box,3252,1742,1727,15,1510,4,자민련,노태석,16,0.93
17,2004,2004-04-15,북구·강서구갑,구포1동,구포1동제4투,box,3252,1742,1727,15,1510,5,무소속,도희윤,47,2.72
17,2004,2004-04-15,북구·강서구갑,구포1동,잘못 투입·구분된 투표지,other,0,54,54,0,-54,1,한나라당,정형근,26,48.15
17,2004,2004-04-15,북구·강서구갑,구포1동,잘못 투입·구분된 투표지,other,0,54,54,0,-54,2,새천년민주당,박희동,1,1.85
17,2004,2004-04-15,북구·강서구갑,구포1동,잘못 투입·구분된 투표지,other,0,54,54,0,-54,3,열린우리당,이철,26,48.15
17,2004,2004-04-15,북구·강서구갑,구포1동,잘못 투입·구분된 투표지,other,0,54,54,0,-54,4,자민련,노태석,0,0.0
17,2004,2004-04-15,북구·강서구갑,구포1동,잘못 투입·구분된 투표지,other,0,54,54,0,-54,5,무소속,도희윤,1,1.85
18,2008,2008-04-09,북구강서구갑,전체,계,race_total,135186,53622,52687,935,81564,1,통합민주당,전재수,20322,38.57
18,2008,2008-04-09,북구강서구갑,전체,계,race_total,135186,53622,52687,935,81564,2,한나라당,박민식,30215,57.35
18,2008,2008-04-09,북구강서구갑,전체,계,race_total,135186,53622,52687,935,81564,3,평화통일가정당,임종보,2150,4.08
18,2008,2008-04-09,북구강서구갑,전체,부재자투표,special,2945,2756,2702,54,189,1,통합민주당,전재수,1376,50.93
18,2008,2008-04-09,북구강서구갑,전체,부재자투표,special,2945,2756,2702,54,189,2,한나라당,박민식,1260,46.63
18,2008,2008-04-09,북구강서구갑,전체,부재자투표,special,2945,2756,2702,54,189,3,평화통일가정당,임종보,66,2.44
18,2008,2008-04-09,북구강서구갑,전체,소계,subtotal,12124,4404,4304,100,7720,1,통합민주당,전재수,1404,32.62
18,2008,2008-04-09,북구강서구갑,전체,소계,subtotal,12124,4404,4304,100,7720,2,한나라당,박민식,2675,62.15
18,2008,2008-04-09,북구강서구갑,전체,소계,subtotal,12124,4404,4304,100,7720,3,평화통일가정당,임종보,225,5.23
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제1투,box,3141,1310,1291,19,1831,1,통합민주당,전재수,376,29.12
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제1투,box,3141,1310,1291,19,1831,2,한나라당,박민식,869,67.31
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제1투,box,3141,1310,1291,19,1831,3,평화통일가정당,임종보,46,3.56
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제2투,box,2752,1003,975,28,1749,1,통합민주당,전재수,345,35.38
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제2투,box,2752,1003,975,28,1749,2,한나라당,박민식,574,58.87
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제2투,box,2752,1003,975,28,1749,3,평화통일가정당,임종보,56,5.74
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제3투,box,3199,1127,1097,30,2072,1,통합민주당,전재수,333,30.36
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제3투,box,3199,1127,1097,30,2072,2,한나라당,박민식,691,62.99
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제3투,box,3199,1127,1097,30,2072,3,평화통일가정당,임종보,73,6.65
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제4투,box,3032,964,941,23,2068,1,통합민주당,전재수,350,37.19
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제4투,box,3032,964,941,23,2068,2,한나라당,박민식,541,57.49
18,2008,2008-04-09,북구강서구갑,구포제1동,구포제1동제4투,box,3032,964,941,23,2068,3,평화통일가정당,임종보,50,5.31
18,2008,2008-04-09,북구강서구갑,구포제1동,소계,subtotal,24339,9073,8912,161,15266,1,통합민주당,전재수,3138,35.21
18,2008,2008-04-09,북구강서구갑,구포제1동,소계,subtotal,24339,9073,8912,161,15266,2,한나라당,박민식,5354,60.08
18,2008,2008-04-09,북구강서구갑,구포제1동,소계,subtotal,24339,9073,8912,161,15266,3,평화통일가정당,임종보,420,4.71
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제1투,box,3365,1245,1213,32,2120,1,통합민주당,전재수,421,34.71
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제1투,box,3365,1245,1213,32,2120,2,한나라당,박민식,722,59.52
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제1투,box,3365,1245,1213,32,2120,3,평화통일가정당,임종보,70,5.77
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제2투,box,4052,1445,1408,37,2607,1,통합민주당,전재수,481,34.16
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제2투,box,4052,1445,1408,37,2607,2,한나라당,박민식,855,60.72
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제2투,box,4052,1445,1408,37,2607,3,평화통일가정당,임종보,72,5.11
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제3투,box,3900,1366,1349,17,2534,1,통합민주당,전재수,471,34.91
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제3투,box,3900,1366,1349,17,2534,2,한나라당,박민식,819,60.71
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제3투,box,3900,1366,1349,17,2534,3,평화통일가정당,임종보,59,4.37
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제4투,box,3833,1317,1293,24,2516,1,통합민주당,전재수,422,32.64
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제4투,box,3833,1317,1293,24,2516,2,한나라당,박민식,818,63.26
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제4투,box,3833,1317,1293,24,2516,3,평화통일가정당,임종보,53,4.1
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제5투,box,4373,1967,1935,32,2406,1,통합민주당,전재수,646,33.39
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제5투,box,4373,1967,1935,32,2406,2,한나라당,박민식,1199,61.96
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제5투,box,4373,1967,1935,32,2406,3,평화통일가정당,임종보,90,4.65
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제6투,box,2170,651,642,9,1519,1,통합민주당,전재수,240,37.38
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제6투,box,2170,651,642,9,1519,2,한나라당,박민식,368,57.32
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제6투,box,2170,651,642,9,1519,3,평화통일가정당,임종보,34,5.3
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제7투,box,2646,1082,1072,10,1564,1,통합민주당,전재수,457,42.63
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제7투,box,2646,1082,1072,10,1564,2,한나라당,박민식,573,53.45
18,2008,2008-04-09,북구강서구갑,구포제2동,구포제2동제7투,box,2646,1082,1072,10,1564,3,평화통일가정당,임종보,42,3.92
18,2008,2008-04-09,북구강서구갑,구포제2동,소계,subtotal,20652,6885,6781,104,13767,1,통합민주당,전재수,2530,37.31
18,2008,2008-04-09,북구강서구갑,구포제2동,소계,subtotal,20652,6885,6781,104,13767,2,한나라당,박민식,3942,58.13
18,2008,2008-04-09,북구강서구갑,구포제2동,소계,subtotal,20652,6885,6781,104,13767,3,평화통일가정당,임종보,309,4.56
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제1투,box,3281,1125,1106,19,2156,1,통합민주당,전재수,404,36.53
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제1투,box,3281,1125,1106,19,2156,2,한나라당,박민식,644,58.23
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제1투,box,3281,1125,1106,19,2156,3,평화통일가정당,임종보,58,5.24
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제2투,box,3245,1003,986,17,2242,1,통합민주당,전재수,362,36.71
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제2투,box,3245,1003,986,17,2242,2,한나라당,박민식,572,58.01
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제2투,box,3245,1003,986,17,2242,3,평화통일가정당,임종보,52,5.27
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제3투,box,3578,959,952,7,2619,1,통합민주당,전재수,363,38.13
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제3투,box,3578,959,952,7,2619,2,한나라당,박민식,543,57.04
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제3투,box,3578,959,952,7,2619,3,평화통일가정당,임종보,46,4.83
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제4투,box,3535,1353,1331,22,2182,1,통합민주당,전재수,509,38.24
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제4투,box,3535,1353,1331,22,2182,2,한나라당,박민식,768,57.7
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제4투,box,3535,1353,1331,22,2182,3,평화통일가정당,임종보,54,4.06
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제5투,box,3248,1171,1150,21,2077,1,통합민주당,전재수,437,38.0
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제5투,box,3248,1171,1150,21,2077,2,한나라당,박민식,652,56.7
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제5투,box,3248,1171,1150,21,2077,3,평화통일가정당,임종보,61,5.3
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제6투,box,3765,1274,1256,18,2491,1,통합민주당,전재수,455,36.23
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제6투,box,3765,1274,1256,18,2491,2,한나라당,박민식,763,60.75
18,2008,2008-04-09,북구강서구갑,구포제3동,구포제3동제6투,box,3765,1274,1256,18,2491,3,평화통일가정당,임종보,38,3.03
18,2008,2008-04-09,북구강서구갑,구포제3동,소계,subtotal,14950,5858,5765,93,9092,1,통합민주당,전재수,2098,36.39
18,2008,2008-04-09,북구강서구갑,구포제3동,소계,subtotal,14950,5858,5765,93,9092,2,한나라당,박민식,3397,58.92
18,2008,2008-04-09,북구강서구갑,구포제3동,소계,subtotal,14950,5858,5765,93,9092,3,평화통일가정당,임종보,270,4.68
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제1투,box,3806,1490,1460,30,2316,1,통합민주당,전재수,539,36.92
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제1투,box,3806,1490,1460,30,2316,2,한나라당,박민식,847,58.01
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제1투,box,3806,1490,1460,30,2316,3,평화통일가정당,임종보,74,5.07
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제2투,box,3921,1599,1578,21,2322,1,통합민주당,전재수,529,33.52
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제2투,box,3921,1599,1578,21,2322,2,한나라당,박민식,967,61.28
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제2투,box,3921,1599,1578,21,2322,3,평화통일가정당,임종보,82,5.2
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제3투,box,2837,1087,1068,19,1750,1,통합민주당,전재수,403,37.73
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제3투,box,2837,1087,1068,19,1750,2,한나라당,박민식,617,57.77
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제3투,box,2837,1087,1068,19,1750,3,평화통일가정당,임종보,48,4.49
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제4투,box,4386,1682,1659,23,2704,1,통합민주당,전재수,627,37.79
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제4투,box,4386,1682,1659,23,2704,2,한나라당,박민식,966,58.23
18,2008,2008-04-09,북구강서구갑,덕천제1동,덕천제1동제4투,box,4386,1682,1659,23,2704,3,평화통일가정당,임종보,66,3.98
18,2008,2008-04-09,북구강서구갑,덕천제1동,소계,subtotal,11723,4528,4431,97,7195,1,통합민주당,전재수,1559,35.18
18,2008,2008-04-09,북구강서구갑,덕천제1동,소계,subtotal,11723,4528,4431,97,7195,2,한나라당,박민식,2650,59.81
18,2008,2008-04-09,북구강서구갑,덕천제1동,소계,subtotal,11723,4528,4431,97,7195,3,평화통일가정당,임종보,222,5.01
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제1투,box,3632,1286,1271,15,2346,1,통합민주당,전재수,518,40.76
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제1투,box,3632,1286,1271,15,2346,2,한나라당,박민식,706,55.55
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제1투,box,3632,1286,1271,15,2346,3,평화통일가정당,임종보,47,3.7
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제2투,box,2340,896,882,14,1444,1,통합민주당,전재수,300,34.01
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제2투,box,2340,896,882,14,1444,2,한나라당,박민식,532,60.32
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제2투,box,2340,896,882,14,1444,3,평화통일가정당,임종보,50,5.67
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제3투,box,2935,1113,1090,23,1822,1,통합민주당,전재수,358,32.84
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제3투,box,2935,1113,1090,23,1822,2,한나라당,박민식,674,61.83
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제3투,box,2935,1113,1090,23,1822,3,평화통일가정당,임종보,58,5.32
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제4투,box,2816,1233,1188,45,1583,1,통합민주당,전재수,383,32.24
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제4투,box,2816,1233,1188,45,1583,2,한나라당,박민식,738,62.12
18,2008,2008-04-09,북구강서구갑,덕천제3동,덕천제3동제4투,box,2816,1233,1188,45,1583,3,평화통일가정당,임종보,67,5.64
18,2008,2008-04-09,북구강서구갑,덕천제3동,소계,subtotal,11959,5066,4990,76,6893,1,통합민주당,전재수,2449,49.08
18,2008,2008-04-09,북구강서구갑,덕천제3동,소계,subtotal,11959,5066,4990,76,6893,2,한나라당,박민식,2386,47.82
18,2008,2008-04-09,북구강서구갑,덕천제3동,소계,subtotal,11959,5066,4990,76,6893,3,평화통일가정당,임종보,155,3.11
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제1투,box,3354,1480,1454,26,1874,1,통합민주당,전재수,712,48.97
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제1투,box,3354,1480,1454,26,1874,2,한나라당,박민식,704,48.42
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제1투,box,3354,1480,1454,26,1874,3,평화통일가정당,임종보,38,2.61
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제2투,box,2748,1210,1196,14,1538,1,통합민주당,전재수,642,53.68
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제2투,box,2748,1210,1196,14,1538,2,한나라당,박민식,506,42.31
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제2투,box,2748,1210,1196,14,1538,3,평화통일가정당,임종보,48,4.01
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제3투,box,2709,1101,1081,20,1608,1,통합민주당,전재수,521,48.2
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제3투,box,2709,1101,1081,20,1608,2,한나라당,박민식,529,48.94
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제3투,box,2709,1101,1081,20,1608,3,평화통일가정당,임종보,31,2.87
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제4투,box,3148,1275,1259,16,1873,1,통합민주당,전재수,574,45.59
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제4투,box,3148,1275,1259,16,1873,2,한나라당,박민식,647,51.39
18,2008,2008-04-09,북구강서구갑,만덕제1동,만덕제1동제4투,box,3148,1275,1259,16,1873,3,평화통일가정당,임종보,38,3.02
18,2008,2008-04-09,북구강서구갑,만덕제1동,소계,subtotal,18266,7271,7153,118,10995,1,통합민주당,전재수,2774,38.78
18,2008,2008-04-09,북구강서구갑,만덕제1동,소계,subtotal,18266,7271,7153,118,10995,2,한나라당,박민식,4142,57.91
18,2008,2008-04-09,북구강서구갑,만덕제1동,소계,subtotal,18266,7271,7153,118,10995,3,평화통일가정당,임종보,237,3.31
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제1투,box,2849,1189,1167,22,1660,1,통합민주당,전재수,469,40.19
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제1투,box,2849,1189,1167,22,1660,2,한나라당,박민식,667,57.16
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제1투,box,2849,1189,1167,22,1660,3,평화통일가정당,임종보,31,2.66
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제2투,box,3189,1117,1106,11,2072,1,통합민주당,전재수,407,36.8
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제2투,box,3189,1117,1106,11,2072,2,한나라당,박민식,651,58.86
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제2투,box,3189,1117,1106,11,2072,3,평화통일가정당,임종보,48,4.34
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제3투,box,3181,1137,1119,18,2044,1,통합민주당,전재수,424,37.89
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제3투,box,3181,1137,1119,18,2044,2,한나라당,박민식,659,58.89
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제3투,box,3181,1137,1119,18,2044,3,평화통일가정당,임종보,36,3.22
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제4투,box,4129,1884,1846,38,2245,1,통합민주당,전재수,709,38.41
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제4투,box,4129,1884,1846,38,2245,2,한나라당,박민식,1078,58.4
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제4투,box,4129,1884,1846,38,2245,3,평화통일가정당,임종보,59,3.2
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제5투,box,4918,1944,1915,29,2974,1,통합민주당,전재수,765,39.95
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제5투,box,4918,1944,1915,29,2974,2,한나라당,박민식,1087,56.76
18,2008,2008-04-09,북구강서구갑,만덕제2동,만덕제2동제5투,box,4918,1944,1915,29,2974,3,평화통일가정당,임종보,63,3.29
18,2008,2008-04-09,북구강서구갑,만덕제2동,소계,subtotal,18228,7699,7570,129,10529,1,통합민주당,전재수,2974,39.29
18,2008,2008-04-09,북구강서구갑,만덕제2동,소계,subtotal,18228,7699,7570,129,10529,2,한나라당,박민식,4355,57.53
18,2008,2008-04-09,북구강서구갑,만덕제2동,소계,subtotal,18228,7699,7570,129,10529,3,평화통일가정당,임종보,241,3.18
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제1투,box,3246,1248,1221,27,1998,1,통합민주당,전재수,520,42.59
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제1투,box,3246,1248,1221,27,1998,2,한나라당,박민식,657,53.81
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제1투,box,3246,1248,1221,27,1998,3,평화통일가정당,임종보,44,3.6
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제2투,box,3890,1875,1848,27,2015,1,통합민주당,전재수,640,34.63
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제2투,box,3890,1875,1848,27,2015,2,한나라당,박민식,1158,62.66
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제2투,box,3890,1875,1848,27,2015,3,평화통일가정당,임종보,50,2.71
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제3투,box,2905,1075,1058,17,1830,1,통합민주당,전재수,416,39.32
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제3투,box,2905,1075,1058,17,1830,2,한나라당,박민식,610,57.66
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제3투,box,2905,1075,1058,17,1830,3,평화통일가정당,임종보,32,3.02
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제4투,box,3763,1590,1565,25,2173,1,통합민주당,전재수,656,41.92
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제4투,box,3763,1590,1565,25,2173,2,한나라당,박민식,848,54.19
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제4투,box,3763,1590,1565,25,2173,3,평화통일가정당,임종보,61,3.9
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제5투,box,4424,1911,1878,33,2513,1,통합민주당,전재수,742,39.51
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제5투,box,4424,1911,1878,33,2513,2,한나라당,박민식,1082,57.61
18,2008,2008-04-09,북구강서구갑,만덕제3동,만덕제3동제5투,box,4424,1911,1878,33,2513,3,평화통일가정당,임종보,54,2.88
18,2008,2008-04-09,북구강서구갑,만덕제3동,잘못 투입·구분된 투표지,other,0,82,79,3,-82,1,통합민주당,전재수,20,25.32
18,2008,2008-04-09,북구강서구갑,만덕제3동,잘못 투입·구분된 투표지,other,0,82,79,3,-82,2,한나라당,박민식,54,68.35
18,2008,2008-04-09,북구강서구갑,만덕제3동,잘못 투입·구분된 투표지,other,0,82,79,3,-82,3,평화통일가정당,임종보,5,6.33
19,2012,2012-04-11,북구강서구갑,전체,계,race_total,135354,74375,73670,705,60979,1,새누리당,박민식,38601,52.4
19,2012,2012-04-11,북구강서구갑,전체,계,race_total,135354,74375,73670,705,60979,2,민주통합당,전재수,35069,47.6
19,2012,2012-04-11,북구강서구갑,전체,국외부재자투표,special,237,67,66,1,170,1,새누리당,박민식,18,27.27
